DMS_id,rho_z,rho_u
P84126_THETH_Chan_2017,0.0513254052977612,0.17711574130960633
PABP_YEAST_Melamed_2013,-0.057276426993248544,0.1183303808984269
PAI1_HUMAN_Huttinger_2021,0.011246632120928175,0.08151382367417055
PA_I34A1_Wu_2015,0.07940348375086285,0.1671844470826826
PHOT_CHLRE_Chen_2023,0.03904929667216486,0.18252342690528897
PIN1_HUMAN_Tsuboyama_2023_1I6C,-0.1749231565658272,0.022601875380966988
PITX2_HUMAN_Tsuboyama_2023_2L7M,0.11514728868421582,0.2379967462890331
PKN1_HUMAN_Tsuboyama_2023_1URF,0.05310070983095749,0.12471423983666237
POLG_CXB3N_Mattenberger_2021,-0.02911659557637962,0.048716169025421335
POLG_DEN26_Suphatrakul_2023,0.015168949301661303,0.1261239955559961
POLG_HCVJF_Qi_2014,-0.0906350214793234,0.12094693347834597
POLG_PESV_Tsuboyama_2023_2MXD,0.25203595035147586,0.31981872051963484
PPARG_HUMAN_Majithia_2016,0.010312577555031732,0.16718755721075845
PPM1D_HUMAN_Miller_2022,-0.03901972888444105,0.07828668005973442
PR40A_HUMAN_Tsuboyama_2023_1UZC,-0.009750097533015272,0.10393781868156084
PRKN_HUMAN_Clausen_2023,0.10445582726268964,0.26160793706693974
PSAE_PICP2_Tsuboyama_2023_1PSE,0.11100142157833223,0.1829662877775231
PTEN_HUMAN_Matreyek_2021,0.08357465613697175,0.17141545906167466
PTEN_HUMAN_Mighell_2018,-0.03700724405046524,0.09214529612275098
Q2N0S5_9HIV1_Haddox_2018,0.024012884015707947,0.13068911659087368
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,-0.04810060131826865,0.05473945430092902
Q53Z42_HUMAN_McShan_2019_expression,0.01150797566162488,0.17863793395057292
Q59976_STRSQ_Romero_2015,-0.007525479590893024,0.11615115587929557
Q6WV12_9MAXI_Somermeyer_2022,0.13276311554246453,0.21891881361059484
Q837P4_ENTFA_Meier_2023,-0.04095687981441985,0.17916225275216127
Q837P5_ENTFA_Meier_2023,-0.02107883888264013,0.14308905233620361
Q8WTC7_9CNID_Somermeyer_2022,0.06670582369676246,0.12089263931935174
R1AB_SARS2_Flynn_2022,0.013302828602818355,0.11960749020500792
RAD_ANTMA_Tsuboyama_2023_2CJJ,0.028907951625085783,0.13642221769169474
RAF1_HUMAN_Zinkus-Boltz_2019,0.044961455311488034,0.1262417992552276
RASH_HUMAN_Bandaru_2017,0.04759030576339483,0.16066996211794177
RASK_HUMAN_Weng_2022_abundance,0.08418311965933215,0.08175701004996135
RASK_HUMAN_Weng_2022_binding-DARPin_K55,0.031053535656822555,0.16168377086410704
RBP1_HUMAN_Tsuboyama_2023_2KWH,0.0664616996492186,0.2103861904833314
RCD1_ARATH_Tsuboyama_2023_5OAO,-0.05798397191955833,0.03799840066032836
RCRO_LAMBD_Tsuboyama_2023_1ORC,0.18155033293276815,0.3221068117486722
RD23A_HUMAN_Tsuboyama_2023_1IFY,-0.009381957610796582,0.1532891084602924
RDRP_I33A0_Li_2023,0.020404791882462043,0.1165596229227327
REV_HV1H2_Fernandes_2016,0.05950216015659025,0.08147490982282227
RFAH_ECOLI_Tsuboyama_2023_2LCL,-0.008580246066067778,0.10628166973065875
RL20_AQUAE_Tsuboyama_2023_1GYZ,0.1273740432456095,0.21469957575176626
RL40A_YEAST_Mavor_2016,-0.057655692365452066,0.08831571592158695
RL40A_YEAST_Roscoe_2013,-0.009684359701332185,0.12201733829395466
RL40A_YEAST_Roscoe_2014,0.0503627701619195,0.20648381757633508
RNC_ECOLI_Weeks_2023,-0.007502934275633114,0.09222131487878944
RPC1_BP434_Tsuboyama_2023_1R69,0.1233441320082446,0.2868274864233343
RPC1_LAMBD_Li_2019_high-expression,0.020059806876404056,0.09625571546668021
RPC1_LAMBD_Li_2019_low-expression,0.0819960651845424,0.20992120448448856
RS15_GEOSE_Tsuboyama_2023_1A32,0.11503180732220636,0.2529422359112749
S22A1_HUMAN_Yee_2023_abundance,-0.004714344518755171,0.13766096826934734
S22A1_HUMAN_Yee_2023_activity,-0.013619069155709436,0.12273180141940974
SAV1_MOUSE_Tsuboyama_2023_2YSB,-0.10291095286863038,0.049439764080283194
SBI_STAAM_Tsuboyama_2023_2JVG,0.14767946768738113,0.2780292702874794
SC6A4_HUMAN_Young_2021,-0.04498651992893493,0.04842271574230226
SCIN_STAAR_Tsuboyama_2023_2QFF,0.14626357284465666,0.21692594708245896
SCN5A_HUMAN_Glazer_2019,0.02691650651291907,0.015764467221866328
SDA_BACSU_Tsuboyama_2023_1PV0,0.0690917552939856,0.19741175887355045
SERC_HUMAN_Xie_2023,-0.02234499489269209,0.09747476889791477
SHOC2_HUMAN_Kwon_2022,0.007449520268926436,0.11429824945321726
SOX30_HUMAN_Tsuboyama_2023_7JJK,0.28508570373810665,0.3429970722002845
SPA_STAAU_Tsuboyama_2023_1LP1,0.17096923008124212,0.2738045241753644
SPG1_STRSG_Olson_2014,0.08993164822357681,0.1893062615759655
SPG1_STRSG_Wu_2016,0.3914149008885851,0.5857552973342447
SPG2_STRSG_Tsuboyama_2023_5UBS,0.15937037362789327,0.25572940720685644
SPIKE_SARS2_Starr_2020_binding,0.05735798534390099,0.12027528961813239
SPIKE_SARS2_Starr_2020_expression,0.14660165602212424,0.2389517429681262
SPTN1_CHICK_Tsuboyama_2023_1TUD,0.12593425289521995,0.25243094574765135
SQSTM_MOUSE_Tsuboyama_2023_2RRU,-0.007858909617717564,0.1682284766761458
SR43C_ARATH_Tsuboyama_2023_2N88,-0.007254292720550377,0.15866593554221742
SRBS1_HUMAN_Tsuboyama_2023_2O2W,0.021216143870776482,0.19361988855266035
SRC_HUMAN_Ahler_2019,-0.005353141935033357,0.1447299106051413
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,-0.0009865699781352105,0.11062160193362072
SRC_HUMAN_Nguyen_2022,-0.02552218353343514,0.09007212946812494
SUMO1_HUMAN_Weile_2017,-0.039975769224234126,0.10405034958475398
SYUA_HUMAN_Newberry_2020,0.02829881241369688,-0.028966467082857085
TADBP_HUMAN_Bolognesi_2019,0.23926305569422895,0.22777345440919552
TAT_HV1BR_Fernandes_2016,-0.02559479552202851,0.06280341981350336
TCRG1_MOUSE_Tsuboyama_2023_1E0L,0.16956677286526864,0.34971273488418697
THO1_YEAST_Tsuboyama_2023_2WQG,0.09751166632235181,0.19076581574139492
TNKS2_HUMAN_Tsuboyama_2023_5JRT,0.17190871055181475,0.29422396858336114
TPK1_HUMAN_Weile_2017,0.02027379745728869,0.06730832340281252
TPMT_HUMAN_Matreyek_2018,0.0031377960310825376,0.1410251914404571
TPOR_HUMAN_Bridgford_2020,0.11191216078198588,0.09292998324328511
TRPC_SACS2_Chan_2017,0.03655244857400228,0.17895153533618846
TRPC_THEMA_Chan_2017,-0.02358039416880048,0.11897485042278913
UBC9_HUMAN_Weile_2017,-0.05486111375483386,0.07102557210733138
UBE4B_HUMAN_Tsuboyama_2023_3L1X,0.1402016488303049,0.2980127660215044
UBE4B_MOUSE_Starita_2013,0.0030589296325246713,0.07920781433799584
UBR5_HUMAN_Tsuboyama_2023_1I2T,0.19374027330603788,0.2903575607096879
VG08_BPP22_Tsuboyama_2023_2GP8,-0.00907243356142046,0.15967553556908545
VILI_CHICK_Tsuboyama_2023_1YU5,0.07406878894026639,0.2022967715381182
VKOR1_HUMAN_Chiasson_2020_abundance,0.048595295305131764,0.1376635483659189
VKOR1_HUMAN_Chiasson_2020_activity,-0.06405731382036074,-0.04497174969252736
VRPI_BPT7_Tsuboyama_2023_2WNM,0.018892217061968645,0.07557022222512302
YAIA_ECOLI_Tsuboyama_2023_2KVT,0.1704758133207189,0.2627973400387747
YAP1_HUMAN_Araya_2012,0.06864838313890632,0.18206862776656588
YNZC_BACSU_Tsuboyama_2023_2JVD,0.19341757640307664,0.2924129321486104
