DMS_id,best_target,max_pident,qcov_pct,evalue,bitscore,uniform_auroc
NP_000108.1,,0.0,0.0,,0.0,1.0
NP_000110.2,,0.0,0.0,,0.0,
NP_000113.1,,0.0,0.0,,0.0,
NP_000114.3,,0.0,0.0,,0.0,0.87
NP_000115.1,,0.0,0.0,,0.0,0.994047619047619
NP_000117.1,,0.0,0.0,,0.0,
NP_000118.2,,0.0,0.0,,0.0,0.9956709956709957
NP_000119.1,,0.0,0.0,,0.0,0.8857142857142857
NP_000120.2,,0.0,0.0,,0.0,1.0
NP_000121.2,,0.0,0.0,,0.0,1.0
NP_000122.1,,0.0,0.0,,0.0,0.9833333333333334
NP_000124.1,,0.0,0.0,,0.0,0.9333333333333333
NP_000126.2,,0.0,0.0,,0.0,0.9397986837011229
NP_000127.2,,0.0,0.0,,0.0,0.9166666666666666
NP_000128.1,,0.0,0.0,,0.0,0.9136363636363637
NP_000131.2,,0.0,0.0,,0.0,0.8857142857142857
NP_000132.3,SRC_HUMAN_Ahler_2019,40.75471698113208,35.56638246041413,9.835590623166025e-53,173.07127380371094,0.9857142857142858
NP_000134.2,,0.0,0.0,,0.0,0.9931129476584023
NP_000135.2,,0.0,0.0,,0.0,
NP_000136.2,OPSD_HUMAN_Wan_2019,23.79310344827586,43.02158273381295,6.97495922723301e-14,44.78919219970703,
NP_000137.2,,0.0,0.0,,0.0,
NP_000138.2,,0.0,0.0,,0.0,0.9886363636363636
NP_000142.2,,0.0,0.0,,0.0,0.9600000000000001
NP_000143.2,,0.0,0.0,,0.0,0.9759389671361502
NP_000144.2,,0.0,0.0,,0.0,0.9665991902834008
NP_000147.1,,0.0,0.0,,0.0,0.9824561403508772
NP_000149.4,,0.0,0.0,,0.0,0.9957983193277311
NP_000150.1,,0.0,0.0,,0.0,0.8694029850746269
NP_000153.1,HXK4_HUMAN_Gersing_2022_activity,100.0,100.0,8.66275e-319,1049.7178955078125,1.0
NP_000154.1,,0.0,0.0,,0.0,0.9444444444444444
NP_000156.1,,0.0,0.0,,0.0,1.0
NP_000157.1,,0.0,0.0,,0.0,1.0
NP_000159.3,,0.0,0.0,,0.0,0.9429611650485438
NP_000160.1,,0.0,0.0,,0.0,0.9665
NP_000161.2,,0.0,0.0,,0.0,0.9813157894736843
NP_000162.2,,0.0,0.0,,0.0,1.0
NP_000164.5,SHOC2_HUMAN_Kwon_2022,38.59649122807018,17.791411042944784,1.8046109692216974e-13,43.4321403503418,0.9375
NP_000165.1,,0.0,0.0,,0.0,
NP_000166.2,,0.0,0.0,,0.0,0.5972222222222222
NP_000168.1,,0.0,0.0,,0.0,0.9482758620689655
NP_000169.1,,0.0,0.0,,0.0,
NP_000170.1,MSH2_HUMAN_Jia_2020,40.27777777777778,22.794117647058822,5.158945011327757e-57,187.16836547851562,0.9805068226120858
NP_000171.1,SRC_HUMAN_Ahler_2019,27.82608695652174,22.030825022665457,2.8095760949094898e-15,48.70591735839844,0.9782608695652173
NP_000172.2,,0.0,0.0,,0.0,1.0
NP_000173.2,,0.0,0.0,,0.0,1.0
NP_000174.1,,0.0,0.0,,0.0,1.0
NP_000175.1,,0.0,0.0,,0.0,
NP_000177.2,LYAM1_HUMAN_Elazar_2016,32.20338983050848,9.910641754670998,1.0684343529173982e-12,40.009098052978516,0.9619047619047619
NP_000178.2,,0.0,0.0,,0.0,0.9870129870129871
NP_000179.2,HXK4_HUMAN_Gersing_2022_activity,54.7085201793722,48.63685932388223,1.535174367753648e-167,552.6044311523438,0.96875
NP_000181.2,HEM3_HUMAN_Loggerenberg_2023,100.0,100.0,9.864215036009419e-244,800.9558715820312,0.9606060606060606
NP_000182.2,,0.0,0.0,,0.0,
NP_000183.2,,0.0,0.0,,0.0,0.9062500000000001
NP_000184.1,,0.0,0.0,,0.0,0.96875
NP_000185.1,,0.0,0.0,,0.0,0.9047619047619048
NP_000186.2,,0.0,0.0,,0.0,0.9
NP_000187.3,,0.0,0.0,,0.0,
NP_000188.1,,0.0,0.0,,0.0,0.9722222222222222
NP_000189.1,,0.0,0.0,,0.0,0.8333333333333334
NP_000190.1,,0.0,0.0,,0.0,0.9243697478991596
NP_000194.2,,0.0,0.0,,0.0,0.9313725490196079
NP_000197.1,,0.0,0.0,,0.0,0.9848484848484848
NP_000198.1,,0.0,0.0,,0.0,1.0
NP_000199.2,MET_HUMAN_Estevam_2023,44.62151394422311,19.03039073806078,5.763257035022961e-63,206.6238250732422,0.984375
NP_000200.1,NKX31_HUMAN_Tsuboyama_2023_2L9R,50.0,18.374558303886925,1.458852241526313e-14,47.80603790283203,
NP_000202.3,,0.0,0.0,,0.0,0.965
NP_000203.2,,0.0,0.0,,0.0,0.9563636363636363
NP_000205.1,,0.0,0.0,,0.0,0.9464285714285714
NP_000206.2,ERBB2_HUMAN_Elazar_2016,40.229885057471265,24.822064056939503,2.0109506587658978e-50,165.10147094726562,0.951530612244898
NP_000207.2,,0.0,0.0,,0.0,0.9705882352941176
NP_000208.2,SCN5A_HUMAN_Glazer_2019,33.63636363636363,23.83838383838384,0.00026964731132368474,13.163661003112793,1.0
NP_000209.2,,0.0,0.0,,0.0,0.9978609625668449
NP_000210.2,KCNE1_HUMAN_Muhammad_2023_expression,99.2248062015504,100.0,2.4265063949457317e-87,282.9412841796875,
NP_000211.1,KCNJ2_MOUSE_Coyote-Maestas_2022_function,48.02431610942249,85.42199488491049,3.472396963620072e-106,348.955810546875,0.9090909090909092
NP_000213.1,MET_HUMAN_Estevam_2023,47.46835443037975,16.39344262295082,1.891194717155749e-43,142.05731201171875,1.0
NP_000214.1,,0.0,0.0,,0.0,
NP_000217.2,,0.0,0.0,,0.0,0.888888888888889
NP_000219.2,,0.0,0.0,,0.0,0.9448275862068966
NP_000220.1,,0.0,0.0,,0.0,0.9753086419753085
NP_000221.1,,0.0,0.0,,0.0,
NP_000222.2,,0.0,0.0,,0.0,
NP_000224.2,OPSD_HUMAN_Wan_2019,23.193916349809886,39.34191702432045,9.380556079443443e-11,34.33837890625,1.0
NP_000226.2,,0.0,0.0,,0.0,1.0
NP_000228.1,,0.0,0.0,,0.0,0.9705882352941176
NP_000229.1,KCNH2_HUMAN_Kozek_2020,100.0,100.0,0.0,2687.7548828125,0.9472422062350121
NP_000230.1,,0.0,0.0,,0.0,
NP_000231.1,,0.0,0.0,,0.0,
NP_000239.1,,0.0,0.0,,0.0,1.0
NP_000240.1,,0.0,0.0,,0.0,0.9363738738738738
NP_000241.1,,0.0,0.0,,0.0,
NP_000242.1,MSH2_HUMAN_Jia_2020,100.0,100.0,0.0,2083.86865234375,0.9018105484124903
NP_000243.1,,0.0,0.0,,0.0,0.9832451499118166
NP_000244.2,,0.0,0.0,,0.0,1.0
NP_000245.2,,0.0,0.0,,0.0,1.0
NP_000246.2,,0.0,0.0,,0.0,1.0
NP_000247.2,,0.0,0.0,,0.0,0.9135802469135802
NP_000248.2,,0.0,0.0,,0.0,0.8617439933719967
NP_000249.1,CALM1_HUMAN_Weile_2017,46.09929078014184,75.38461538461539,4.380778838154908e-34,111.58552551269531,
NP_000251.3,,0.0,0.0,,0.0,0.967919138650846
NP_000252.1,,0.0,0.0,,0.0,0.9790000000000001
NP_000254.2,,0.0,0.0,,0.0,0.9683794466403162
NP_000255.2,NPC1_HUMAN_Erwood_2022_HEK293T,33.6283185840708,15.825846579129232,6.725700311753557e-35,113.39859008789062,0.9730612244897958
NP_000257.1,,0.0,0.0,,0.0,1.0
NP_000259.1,,0.0,0.0,,0.0,
NP_000261.2,,0.0,0.0,,0.0,1.0
NP_000262.2,NPC1_HUMAN_Erwood_2022_HEK293T,100.0,100.0,0.0,2994.669921875,0.9684895833333333
NP_000263.2,MYO3_YEAST_Tsuboyama_2023_2BTT,39.21568627450981,6.957708049113233,1.8197388433151987e-07,23.458471298217773,0.875
NP_000264.2,,0.0,0.0,,0.0,0.913265306122449
NP_000265.1,,0.0,0.0,,0.0,1.0
NP_000266.2,,0.0,0.0,,0.0,0.9807692307692308
NP_000267.2,,0.0,0.0,,0.0,0.9841269841269842
NP_000268.1,,0.0,0.0,,0.0,0.9584382871536523
NP_000269.3,,0.0,0.0,,0.0,1.0
NP_000272.1,,0.0,0.0,,0.0,
NP_000273.2,,0.0,0.0,,0.0,1.0
NP_000274.3,,0.0,0.0,,0.0,0.9583333333333334
NP_000275.1,,0.0,0.0,,0.0,0.9784313725490196
NP_000276.2,,0.0,0.0,,0.0,0.9903846153846154
NP_000277.1,,0.0,0.0,,0.0,
NP_000278.3,,0.0,0.0,,0.0,0.8235294117647058
NP_000279.1,,0.0,0.0,,0.0,1.0
NP_000280.1,,0.0,0.0,,0.0,
NP_000282.1,,0.0,0.0,,0.0,0.8541666666666666
NP_000283.1,,0.0,0.0,,0.0,0.9814814814814815
NP_000286.3,PAI1_HUMAN_Huttinger_2021,30.27777777777778,86.8421052631579,5.689830437808601e-49,160.98117065429688,0.9053254437869823
NP_000288.1,SCN5A_HUMAN_Glazer_2019,28.395061728395063,8.78099173553719,0.0005086384016172617,11.78939437866211,1.0
NP_000292.1,,0.0,0.0,,0.0,0.0
NP_000293.2,,0.0,0.0,,0.0,0.9642857142857143
NP_000294.1,,0.0,0.0,,0.0,0.9396551724137931
NP_000295.1,,0.0,0.0,,0.0,0.9807692307692308
NP_000298.3,NKX31_HUMAN_Tsuboyama_2023_2L9R,40.0,11.080332409972298,4.111530865686846e-05,16.40274429321289,
NP_000299.3,,0.0,0.0,,0.0,
NP_000300.1,,0.0,0.0,,0.0,1.0
NP_000301.1,,0.0,0.0,,0.0,1.0
NP_000302.1,,0.0,0.0,,0.0,0.8461538461538461
NP_000303.1,,0.0,0.0,,0.0,0.9680851063829787
NP_000306.1,,0.0,0.0,,0.0,
NP_000307.1,,0.0,0.0,,0.0,
NP_000308.1,,0.0,0.0,,0.0,0.07692307692307693
NP_000312.2,,0.0,0.0,,0.0,0.8381782945736433
NP_000313.2,,0.0,0.0,,0.0,0.9084249084249084
NP_000315.2,,0.0,0.0,,0.0,
NP_000316.2,PITX2_HUMAN_Tsuboyama_2023_2L7M,98.07692307692308,16.049382716049383,3.264928954897109e-31,102.64889526367188,1.0
NP_000317.1,,0.0,0.0,,0.0,
NP_000320.1,,0.0,0.0,,0.0,0.8494623655913979
NP_000321.1,,0.0,0.0,,0.0,0.9865689865689866
NP_000325.4,SCN5A_HUMAN_Glazer_2019,76.47768395657418,45.20697167755991,0.0,1445.0589599609375,0.9772891131939438
NP_000327.2,,0.0,0.0,,0.0,0.8818181818181818
NP_000329.2,,0.0,0.0,,0.0,0.9537037037037036
NP_000331.1,,0.0,0.0,,0.0,
NP_000332.2,,0.0,0.0,,0.0,1.0
NP_000333.1,,0.0,0.0,,0.0,0.9966555183946488
NP_000334.1,,0.0,0.0,,0.0,1.0
NP_000336.1,SYUA_HUMAN_Newberry_2020,95.71428571428571,100.0,1.1781595019957241e-83,271.44573974609375,
NP_000337.1,SOX30_HUMAN_Tsuboyama_2023_7JJK,48.214285714285715,11.00196463654224,7.31018696461338e-14,45.391387939453125,0.9895833333333334
NP_000340.2,,0.0,0.0,,0.0,0.9545454545454546
NP_000341.2,Q837P4_ENTFA_Meier_2023,27.272727272727273,8.842938847338319,6.071104163152549e-15,46.792362213134766,0.9663427109974425
NP_000343.2,Q837P4_ENTFA_Meier_2023,29.352226720647774,32.19481340923466,1.4502922612811493e-48,158.88156127929688,0.9514811031664965
NP_000344.1,,0.0,0.0,,0.0,
NP_000349.1,,0.0,0.0,,0.0,0.6458333333333334
NP_000350.1,,0.0,0.0,,0.0,0.9904970760233918
NP_000353.1,,0.0,0.0,,0.0,
NP_000354.4,,0.0,0.0,,0.0,0.9242424242424242
NP_000359.1,,0.0,0.0,,0.0,0.9815394242803505
NP_000360.2,OPSD_HUMAN_Wan_2019,25.291828793774318,34.81675392670157,2.2288708497646264e-12,39.65735626220703,0.9090909090909091
NP_000361.1,,0.0,0.0,,0.0,
NP_000362.1,,0.0,0.0,,0.0,0.7016460905349794
NP_000363.1,,0.0,0.0,,0.0,0.9659090909090908
NP_000364.1,,0.0,0.0,,0.0,
NP_000365.3,,0.0,0.0,,0.0,1.0
NP_000366.1,,0.0,0.0,,0.0,0.9196428571428571
NP_000368.1,,0.0,0.0,,0.0,0.9796296296296295
NP_000371.1,,0.0,0.0,,0.0,
NP_000372.1,,0.0,0.0,,0.0,0.742857142857143
NP_000373.1,,0.0,0.0,,0.0,1.0
NP_000374.1,,0.0,0.0,,0.0,0.9705882352941175
NP_000378.1,,0.0,0.0,,0.0,
NP_000381.1,GDIA_HUMAN_Silverstein_2021,25.43554006968641,45.0229709035222,2.2232296295747752e-32,105.83515930175781,0.8620689655172413
NP_000382.3,,0.0,0.0,,0.0,0.9656862745098039
NP_000383.2,Q837P4_ENTFA_Meier_2023,27.800829875518673,31.779935275080906,3.1113967575083394e-53,174.1901397705078,0.9894736842105264
NP_000384.2,,0.0,0.0,,0.0,0.9413619167717528
NP_000387.1,,0.0,0.0,,0.0,1.0
NP_000388.2,,0.0,0.0,,0.0,0.9775641025641026
NP_000389.1,,0.0,0.0,,0.0,
NP_000391.1,,0.0,0.0,,0.0,1.0
NP_000393.4,,0.0,0.0,,0.0,0.926775956284153
NP_000396.2,,0.0,0.0,,0.0,
NP_000398.1,,0.0,0.0,,0.0,1.0
NP_000400.2,CALM1_HUMAN_Weile_2017,31.57894736842105,51.243781094527364,4.612416413606772e-11,36.57495880126953,0.9411764705882353
NP_000401.1,Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,37.53753753753754,96.55172413793103,1.2493586707487392e-69,228.66262817382812,
NP_000402.3,,0.0,0.0,,0.0,1.0
NP_000405.1,,0.0,0.0,,0.0,0.9814814814814815
NP_000407.1,,0.0,0.0,,0.0,
NP_000410.2,,0.0,0.0,,0.0,0.945273631840796
NP_000412.4,,0.0,0.0,,0.0,0.9911764705882353
NP_000413.1,,0.0,0.0,,0.0,0.9897959183673469
NP_000414.2,,0.0,0.0,,0.0,1.0
NP_000415.2,,0.0,0.0,,0.0,0.9706208425720622
NP_000416.1,,0.0,0.0,,0.0,0.9725415070242657
NP_000421.1,,0.0,0.0,,0.0,0.893939393939394
NP_000422.1,,0.0,0.0,,0.0,1.0
NP_000424.2,BBC1_YEAST_Tsuboyama_2023_1TG0,46.0,9.505703422053232,3.324017148408781e-05,16.58802032470703,1.0
NP_000425.1,,0.0,0.0,,0.0,0.8235294117647058
NP_000427.1,,0.0,0.0,,0.0,
NP_000430.3,,0.0,0.0,,0.0,
NP_000431.2,,0.0,0.0,,0.0,0.875
NP_000432.1,,0.0,0.0,,0.0,0.9456989247311828
NP_000434.1,Q837P5_ENTFA_Meier_2023,32.79352226720648,39.56215793588741,3.002179011683069e-64,210.94046020507812,0.9102564102564104
NP_000435.3,,0.0,0.0,,0.0,0.9766465053763441
NP_000438.2,,0.0,0.0,,0.0,1.0
NP_000439.2,,0.0,0.0,,0.0,0.986111111111111
NP_000444.1,,0.0,0.0,,0.0,
NP_000446.1,ANCSZ_Hobbs_2022,27.06766917293233,64.20323325635104,4.919085277081651e-16,52.00906753540039,1.0
NP_000447.2,,0.0,0.0,,0.0,0.763888888888889
NP_000449.1,,0.0,0.0,,0.0,0.927536231884058
NP_000450.3,ERBB2_HUMAN_Elazar_2016,32.861189801699716,33.718861209964416,7.308816620179527e-45,146.5537872314453,1.0
NP_000451.1,,0.0,0.0,,0.0,
NP_000452.2,PPARG_HUMAN_Majithia_2016,32.240437158469945,40.130151843817785,1.5481450183085125e-21,70.41635131835938,1.0
NP_000456.2,,0.0,0.0,,0.0,0.9333333333333333
NP_000457.1,,0.0,0.0,,0.0,0.9855072463768115
NP_000465.1,,0.0,0.0,,0.0,1.0
NP_000466.2,,0.0,0.0,,0.0,1.0
NP_000467.1,,0.0,0.0,,0.0,
NP_000470.3,,0.0,0.0,,0.0,0.875
NP_000472.2,,0.0,0.0,,0.0,1.0
NP_000475.1,A4_HUMAN_Seuma_2022,100.0,100.0,0.0,1772.41845703125,0.8766233766233765
NP_000476.1,,0.0,0.0,,0.0,0.9523809523809524
NP_000477.1,,0.0,0.0,,0.0,0.9464285714285714
NP_000478.3,,0.0,0.0,,0.0,0.8951923076923076
NP_000479.1,PAI1_HUMAN_Huttinger_2021,29.834254143646408,80.60344827586206,1.6268068944773008e-53,175.66490173339844,0.7214285714285714
NP_000481.2,,0.0,0.0,,0.0,0.9166666666666667
NP_000483.3,Q837P5_ENTFA_Meier_2023,23.488372093023255,30.743243243243246,3.6350378700594775e-26,84.55436706542969,0.9985041136873598
NP_000484.2,,0.0,0.0,,0.0,0.8101851851851852
NP_000485.3,,0.0,0.0,,0.0,0.8500000000000001
NP_000486.1,,0.0,0.0,,0.0,0.9924116913133296
NP_000487.1,,0.0,0.0,,0.0,1.0
NP_000488.3,CP2C9_HUMAN_Amorosi_2021_abundance,25.555555555555557,35.984095427435385,1.8690935119410577e-17,56.76555633544922,0.9588815789473685
NP_000489.3,CP2C9_HUMAN_Amorosi_2021_abundance,27.22222222222222,35.984095427435385,3.544183472810285e-19,62.40278625488281,0.9384615384615385
NP_000491.4,CP2C9_HUMAN_Amorosi_2021_abundance,30.215827338129497,86.06060606060606,3.08437017127362e-52,171.67799377441406,0.9842105263157894
NP_000495.1,,0.0,0.0,,0.0,0.9833333333333334
NP_000496.2,,0.0,0.0,,0.0,
NP_000497.1,,0.0,0.0,,0.0,
NP_000498.2,,0.0,0.0,,0.0,1.0
NP_000500.2,,0.0,0.0,,0.0,1.0
NP_000503.1,,0.0,0.0,,0.0,0.8889528193325662
NP_000506.2,,0.0,0.0,,0.0,
NP_000508.1,,0.0,0.0,,0.0,0.8966049382716049
NP_000509.1,,0.0,0.0,,0.0,0.7794486215538847
NP_000511.2,,0.0,0.0,,0.0,0.8518518518518519
NP_000514.2,PITX2_HUMAN_Tsuboyama_2023_2L7M,41.666666666666664,13.994169096209912,1.3305356674386363e-08,28.395111083984375,
NP_000517.3,,0.0,0.0,,0.0,0.9862068965517242
NP_000518.1,,0.0,0.0,,0.0,0.9770241429905295
NP_000519.2,,0.0,0.0,,0.0,0.9891304347826086
NP_000520.1,CCR5_HUMAN_Gill_2023,26.8,87.54208754208754,6.65270953117414e-08,26.13151741027832,0.76
NP_000522.3,OTC_HUMAN_Lo_2023,100.0,100.0,3.616560178030178e-243,799.0623168945312,0.8901384083044983
NP_000523.2,,0.0,0.0,,0.0,0.9305555555555556
NP_000524.3,,0.0,0.0,,0.0,0.88
NP_000525.1,SOX30_HUMAN_Tsuboyama_2023_7JJK,33.333333333333336,5.793991416309012,6.638606784212746e-06,18.01340675354004,0.78125
NP_000527.2,,0.0,0.0,,0.0,0.9967105263157895
NP_000528.1,,0.0,0.0,,0.0,
NP_000530.1,OPSD_HUMAN_Wan_2019,100.0,100.0,1.3423983504863105e-241,794.0886840820312,0.9455275229357798
NP_000532.2,,0.0,0.0,,0.0,
NP_000533.4,,0.0,0.0,,0.0,0.9444444444444444
NP_000534.3,,0.0,0.0,,0.0,0.9818181818181819
NP_000536.6,,0.0,0.0,,0.0,0.9614443084455324
NP_000537.3,P53_HUMAN_Kotler_2018,100.0,100.0,2.430875957921101e-277,912.8778686523438,0.9872635058126282
NP_000538.3,,0.0,0.0,,0.0,0.907051282051282
NP_000539.2,,0.0,0.0,,0.0,0.918532980508584
NP_000541.1,,0.0,0.0,,0.0,1.0
NP_000544.2,,0.0,0.0,,0.0,0.9375
NP_000545.1,PITX2_HUMAN_Tsuboyama_2023_2L7M,61.53846153846154,17.391304347826086,4.0985688697284716e-17,56.367279052734375,1.0
NP_000548.2,,0.0,0.0,,0.0,1.0
NP_000578.2,,0.0,0.0,,0.0,0.9166666666666666
NP_000584.3,Q837P5_ENTFA_Meier_2023,28.46153846153846,71.52406417112299,3.0439278179224045e-55,181.58795166015625,1.0
NP_000594.2,,0.0,0.0,,0.0,0.5909090909090908
NP_000603.1,,0.0,0.0,,0.0,
NP_000608.1,,0.0,0.0,,0.0,
NP_000633.2,,0.0,0.0,,0.0,0.7749999999999999
NP_000651.3,,0.0,0.0,,0.0,1.0
NP_000657.1,,0.0,0.0,,0.0,
NP_000676.1,CCR5_HUMAN_Gill_2023,32.993197278911566,84.12256267409471,1.278873636799846e-49,162.84420776367188,
NP_000678.1,,0.0,0.0,,0.0,
NP_000683.3,,0.0,0.0,,0.0,
NP_000684.2,,0.0,0.0,,0.0,1.0
NP_000693.1,,0.0,0.0,,0.0,1.0
NP_000700.1,,0.0,0.0,,0.0,0.9833333333333333
NP_000708.1,,0.0,0.0,,0.0,
NP_000710.5,SCN5A_HUMAN_Glazer_2019,32.97709923664122,31.99251637043966,1.4075900669581375e-90,297.83184814453125,1.0
NP_000711.1,SCN5A_HUMAN_Glazer_2019,32.67175572519084,31.361760660247594,7.843835266152948e-90,295.2239990234375,0.9801587301587302
NP_000712.2,SCN5A_HUMAN_Glazer_2019,31.039755351681958,29.779735682819386,1.3769543535731099e-88,291.02264404296875,0.9591444364335496
NP_000717.2,DLG4_HUMAN_Faure_2021,37.878787878787875,13.26923076923077,1.9670252881290455e-05,17.26938819885254,
NP_000735.1,,0.0,0.0,,0.0,0.9962686567164177
NP_000738.2,,0.0,0.0,,0.0,0.9583333333333334
NP_000739.1,,0.0,0.0,,0.0,0.8333333333333334
NP_000742.1,,0.0,0.0,,0.0,1.0
NP_000751.1,,0.0,0.0,,0.0,0.7878787878787878
NP_000772.2,CP2C9_HUMAN_Amorosi_2021_abundance,23.59550561797753,34.16506717850288,1.9405611934487542e-15,50.00126647949219,
NP_000773.2,CP2C9_HUMAN_Amorosi_2021_abundance,26.139088729016787,83.65758754863813,1.27812145855177e-26,87.12002563476562,1.0
NP_000775.1,CP2C9_HUMAN_Amorosi_2021_abundance,31.736526946107784,32.20338983050847,2.8093375570867454e-22,72.97189331054688,0.9385964912280701
NP_000776.1,CP2C9_HUMAN_Amorosi_2021_abundance,33.898305084745765,35.23622047244094,2.750347184814379e-23,76.12716674804688,0.9649122807017544
NP_000780.1,ACE2_HUMAN_Chan_2020,43.053173241852484,45.0229709035222,1.1244102623278792e-163,540.2295532226562,0.8833333333333333
NP_000797.2,,0.0,0.0,,0.0,0.8205128205128206
NP_000799.1,,0.0,0.0,,0.0,
NP_000801.1,,0.0,0.0,,0.0,
NP_000803.2,,0.0,0.0,,0.0,
NP_000806.2,,0.0,0.0,,0.0,0.888888888888889
NP_000807.2,,0.0,0.0,,0.0,0.9933110367892977
NP_000812.2,,0.0,0.0,,0.0,1.0
NP_000814.2,,0.0,0.0,,0.0,1.0
NP_000824.1,,0.0,0.0,,0.0,0.9795897223373393
NP_000825.2,,0.0,0.0,,0.0,0.9784609720176731
NP_000827.2,,0.0,0.0,,0.0,0.9393939393939394
NP_000834.2,,0.0,0.0,,0.0,0.9940476190476191
NP_000835.1,,0.0,0.0,,0.0,
