DMS_id,in_gate_complete,auroc_raw_mean,auroc_rank_mean
NP_000387.1,True,1.0,1.0
NP_000388.2,True,0.9815705128205128,0.9775641025641026
NP_000391.1,True,1.0,1.0
NP_000393.4,True,0.9300546448087431,0.9267759562841529
NP_000398.1,False,1.0,1.0
NP_000400.2,True,0.9607843137254902,0.9411764705882353
NP_000402.3,True,1.0,1.0
NP_000405.1,True,0.9722222222222222,0.9814814814814815
NP_000410.2,True,0.9386401326699835,0.9452736318407962
NP_000412.4,True,1.0,0.9941176470588236
NP_000413.1,True,0.9897959183673469,0.9897959183673469
NP_000414.2,True,0.9891304347826088,1.0
NP_000415.2,True,0.9611973392461197,0.970620842572062
NP_000416.1,True,0.9738186462324394,0.9725415070242657
NP_000421.1,True,0.9090909090909092,0.8956228956228957
NP_000422.1,True,1.0,1.0
NP_000424.2,False,1.0,1.0
NP_000425.1,True,0.8088235294117647,0.8088235294117647
NP_000431.2,False,0.9107142857142857,0.875
NP_000432.1,True,0.9440860215053763,0.9456989247311828
NP_000434.1,False,0.8846153846153847,0.9102564102564104
NP_000435.3,True,0.9754704301075268,0.9768145161290323
NP_000438.2,False,1.0,1.0
NP_000439.2,True,0.9833333333333333,0.986111111111111
NP_000446.1,True,1.0,1.0
NP_000447.2,False,0.7777777777777778,0.7500000000000001
NP_000449.1,True,0.927536231884058,0.927536231884058
NP_000450.3,True,1.0,1.0
NP_000452.2,True,1.0,1.0
NP_000456.2,False,0.9333333333333333,0.9333333333333333
NP_000457.1,True,0.9710144927536232,0.9855072463768115
NP_000465.1,True,1.0,1.0
NP_000466.2,True,1.0,1.0
NP_000470.3,False,0.8125,0.84375
NP_000472.2,True,1.0,1.0
NP_000475.1,False,0.8636363636363635,0.8798701298701298
NP_000476.1,False,0.9523809523809524,0.9523809523809524
NP_000477.1,False,0.9285714285714286,0.9464285714285715
NP_000478.3,True,0.8865384615384616,0.8951923076923076
NP_000479.1,True,0.7357142857142858,0.7214285714285714
NP_000481.2,False,0.9166666666666667,0.9166666666666667
NP_000483.3,True,0.9992520568436799,0.9985041136873598
NP_000484.2,True,0.8194444444444445,0.8094135802469137
NP_000485.3,True,0.8600000000000001,0.8500000000000001
NP_000486.1,True,0.9920230717309934,0.9924116913133297
NP_000487.1,False,1.0,1.0
NP_000488.3,True,0.9572368421052632,0.9605263157894737
NP_000489.3,True,0.9307692307692308,0.9384615384615385
NP_000491.4,True,0.9789473684210527,0.9842105263157894
NP_000495.1,False,1.0,0.9833333333333334
NP_000498.2,False,1.0,1.0
NP_000500.2,False,1.0,1.0
NP_000503.1,True,0.9056386651323359,0.8889528193325661
NP_000508.1,True,0.8981481481481481,0.8981481481481481
NP_000509.1,True,0.7744360902255639,0.7794486215538847
NP_000511.2,True,0.8611111111111112,0.8541666666666666
NP_000517.3,True,0.9689655172413794,0.9862068965517241
NP_000518.1,True,0.9774576497265574,0.9770408163265306
NP_000519.2,True,0.9875776397515528,0.9891304347826086
NP_000520.1,False,0.82,0.76
NP_000522.3,False,0.8800461361014993,0.8901384083044983
NP_000523.2,True,0.912037037037037,0.9305555555555556
NP_000524.3,True,0.88,0.88
NP_000525.1,False,0.78125,0.78125
NP_000527.2,True,1.0,0.9967105263157895
NP_000530.1,False,0.948394495412844,0.9455275229357798
NP_000533.4,False,0.9444444444444444,0.9444444444444444
NP_000534.3,True,0.9776859504132231,0.9818181818181818
NP_000536.6,True,0.9596083231334149,0.9611383108935128
NP_000537.3,False,0.9878618645999545,0.9872350125370413
NP_000538.3,True,0.891025641025641,0.907051282051282
NP_000539.2,True,0.9330385955853879,0.9185007099522395
NP_000541.1,False,1.0,1.0
NP_000544.2,False,0.9375,0.9375
NP_000545.1,False,1.0,1.0
NP_000548.2,False,1.0,1.0
NP_000578.2,False,0.9166666666666666,0.9166666666666666
NP_000584.3,False,1.0,1.0
NP_000594.2,False,0.5909090909090908,0.5909090909090908
NP_000633.2,True,0.7916666666666667,0.7749999999999999
NP_000651.3,False,1.0,1.0
NP_000684.2,False,1.0,1.0
NP_000693.1,True,1.0,1.0
NP_000700.1,True,0.9833333333333333,0.9833333333333333
NP_000710.5,True,1.0,1.0
NP_000711.1,True,0.9841269841269841,0.9761904761904763
NP_000712.2,True,0.9637106464792118,0.9591444364335496
NP_000735.1,True,0.9888059701492536,0.9962686567164178
NP_000738.2,False,0.9583333333333334,0.9583333333333334
NP_000739.1,False,0.8333333333333334,0.8333333333333334
NP_000742.1,False,1.0,1.0
NP_000751.1,False,0.8484848484848484,0.7878787878787878
NP_000773.2,False,1.0,1.0
NP_000775.1,True,0.9473684210526316,0.935672514619883
NP_000776.1,True,0.9473684210526315,0.9649122807017544
NP_000780.1,True,0.8333333333333334,0.8833333333333333
NP_000797.2,True,0.8221153846153846,0.8205128205128205
NP_000806.2,False,0.7777777777777778,0.8333333333333334
NP_000807.2,True,0.9866220735785953,0.9933110367892977
NP_000812.2,False,1.0,1.0
NP_000814.2,False,1.0,1.0
NP_000824.1,True,0.9795897223373394,0.9795897223373394
NP_000825.2,True,0.9779086892488955,0.978460972017673
NP_000827.2,True,0.9444444444444444,0.9393939393939394
NP_000834.2,True,0.9940476190476191,0.9940476190476191
NP_000866.1,False,1.0,1.0
NP_000882.1,False,1.0,1.0
NP_000883.2,False,1.0,1.0
NP_000892.2,False,1.0,1.0
NP_000909.2,False,1.0,1.0
NP_000911.2,True,1.0,1.0
NP_000912.3,False,0.9545454545454545,1.0
NP_000924.3,True,1.0,1.0
NP_000928.1,False,1.0,1.0
NP_000935.1,False,0.8,0.8
NP_000956.2,False,1.0,1.0
NP_001001331.1,False,0.9090909090909091,1.0
NP_001001344.1,False,0.8333333333333333,0.8611111111111112
NP_001001430.1,True,0.9941860465116279,1.0
NP_001001438.1,False,0.9857142857142858,0.9928571428571429
NP_001001557.1,False,1.0,1.0
NP_001002295.1,False,1.0,1.0
NP_001003694.1,False,0.7333333333333334,0.7916666666666667
NP_001003800.1,True,0.9841269841269842,0.9816849816849818
NP_001003841.1,True,0.989010989010989,1.0
NP_001005271.2,True,0.954954954954955,0.9594594594594594
NP_001005463.1,True,0.9285714285714286,0.9464285714285714
NP_001005731.1,True,0.9889807162534435,0.9765840220385675
NP_001005741.1,True,0.9850746268656716,0.9875621890547264
NP_001006658.1,False,0.6282051282051282,0.6474358974358974
NP_001006659.1,True,0.9,0.9
NP_001007227.1,False,0.5833333333333334,0.5
NP_001008537.1,True,0.975609756097561,0.9634146341463415
NP_001010867.1,False,0.9523809523809524,0.9523809523809524
NP_001010892.1,False,1.0,1.0
NP_001013860.1,True,0.9736842105263158,0.9736842105263159
NP_001017420.1,False,1.0,1.0
NP_001017535.1,False,1.0,0.9375
NP_001017995.1,False,1.0,1.0
NP_001018005.1,True,1.0,1.0
NP_001018123.1,True,0.9736842105263158,1.0
NP_001019242.1,True,1.0,1.0
NP_001019801.3,True,0.9523809523809523,0.9682539682539683
NP_001020466.1,True,0.9772727272727273,0.9772727272727273
NP_001025053.1,True,0.8478260869565217,0.842391304347826
NP_001025054.1,True,0.9130434782608696,0.9130434782608695
NP_001026895.2,False,1.0,1.0
NP_001027567.2,False,1.0,1.0
NP_001029.1,False,0.9444444444444444,0.9444444444444444
NP_001029027.1,False,0.9761904761904763,0.9761904761904762
NP_001030025.1,True,0.9615384615384615,0.9636752136752137
NP_001032.2,True,0.9500000000000001,0.9333333333333333
NP_001034302.2,False,0.8333333333333334,0.8333333333333333
NP_001035197.1,True,0.9836065573770492,0.9836065573770492
NP_001035202.1,True,0.9855072463768116,0.9565217391304348
NP_001035526.1,False,1.0,0.95
NP_001035835.1,False,1.0,1.0
NP_001035897.1,False,1.0,1.0
NP_001035940.1,False,1.0,1.0
NP_001035963.1,True,0.9927272727272727,0.9927272727272727
NP_001036214.1,False,1.0,1.0
NP_001037.1,False,0.3846153846153846,0.3846153846153846
NP_001041675.1,False,0.9,0.8999999999999999
NP_001056.1,True,0.9475524475524476,0.9475524475524476
NP_001060.1,True,0.6607142857142857,0.6607142857142857
NP_001063.2,False,1.0,1.0
NP_001070834.1,True,0.9632352941176471,0.9558823529411764
NP_001070884.2,False,0.7037037037037037,0.7037037037037037
NP_001071.1,True,1.0,1.0
NP_001073136.1,False,1.0,1.0
NP_001073279.2,True,0.9924242424242424,0.9924242424242424
NP_001073882.3,False,0.8,0.8
NP_001073883.2,True,0.9634146341463415,0.9634146341463415
NP_001073893.1,True,0.8448275862068966,0.8275862068965517
NP_001073911.1,False,1.0,1.0
NP_001073918.2,False,1.0,1.0
NP_001073936.1,True,1.0,1.0
NP_001073986.1,True,0.9705882352941176,0.9632352941176471
NP_001073991.2,True,0.9522058823529411,0.9650735294117647
NP_001075.1,True,0.9722222222222222,0.9583333333333333
NP_001075019.1,False,0.8333333333333333,0.875
NP_001076585.1,True,0.9259259259259259,0.9320987654320988
NP_001077083.1,False,0.9846153846153847,0.9692307692307693
NP_001077088.2,True,1.0,1.0
NP_001077430.1,True,0.9956521739130435,0.9956521739130435
NP_001077431.1,True,0.9215686274509804,0.920343137254902
NP_001080.2,True,0.9786324786324787,0.9572649572649573
NP_001091738.1,True,1.0,1.0
NP_001091981.1,True,0.8854166666666667,0.8645833333333334
NP_001092272.1,False,1.0,1.0
NP_001092692.1,False,0.8333333333333334,0.7916666666666667
NP_001092744.1,False,1.0,1.0
NP_001093326.2,False,0.9166666666666666,0.9166666666666666
NP_001094383.2,True,0.9367088607594937,0.9240506329113924
NP_001094832.1,True,0.746031746031746,0.746031746031746
NP_001095876.1,True,0.7586206896551724,0.7241379310344828
NP_001096.1,False,0.9500000000000001,0.9750000000000001
NP_001098101.1,False,0.9886363636363636,0.9545454545454546
NP_001098548.2,False,0.7,0.75
NP_001098717.1,False,0.75,0.6666666666666667
NP_001104262.1,True,0.9588122605363985,0.9591847594721157
NP_001104505.1,False,0.9722222222222223,0.9722222222222223
NP_001104595.1,True,0.9666666666666667,0.9666666666666667
NP_001106212.1,False,0.9750000000000001,1.0
NP_001106279.3,True,0.8152173913043479,0.8695652173913042
NP_001107655.1,False,0.7499999999999999,0.5714285714285714
NP_001119580.2,True,0.9620670698185816,0.9648158328752061
NP_001120.3,False,1.0,0.9444444444444444
NP_001120680.1,True,1.0,1.0
NP_001120693.1,True,0.989100185528757,0.9843460111317254
NP_001120972.1,True,0.9385964912280702,0.9385964912280702
NP_001121370.1,False,1.0,1.0
NP_001121699.1,True,0.9594594594594594,0.9594594594594594
NP_001121897.1,True,0.9647435897435898,0.9647435897435898
NP_001122092.1,False,1.0,1.0
NP_001122317.1,True,0.9007936507936508,0.9107142857142857
NP_001123292.1,False,0.8,0.8
NP_001123476.1,True,0.9142857142857143,0.9142857142857143
NP_001123561.1,False,1.0,1.0
NP_001123577.1,False,1.0,1.0
NP_001123616.1,False,1.0,1.0
NP_001123990.1,True,0.9722222222222222,0.9722222222222222
NP_001124295.1,True,0.9722222222222222,0.9722222222222222
NP_001127835.2,True,0.9837837837837837,0.9945945945945945
NP_001128493.1,False,1.0,1.0
NP_001128715.1,True,0.9859154929577465,0.8380281690140845
NP_001129277.1,False,1.0,1.0
NP_001129524.1,False,1.0,1.0
NP_001129649.1,False,1.0,1.0
NP_001130.1,True,0.9351851851851851,0.962962962962963
NP_001136256.1,False,0.9642857142857143,0.9642857142857143
NP_001136438.1,True,0.6533333333333334,0.6933333333333335
NP_001138830.1,False,0.9814814814814814,0.9814814814814814
NP_001138940.4,True,0.9901960784313726,1.0
NP_001139189.2,True,0.9814814814814815,0.9814814814814815
NP_001148.1,True,0.29824561403508776,0.3157894736842105
NP_001153508.1,True,0.8421900161030597,0.856682769726248
NP_001153605.1,True,0.9558823529411765,0.9673202614379085
NP_001153705.1,False,1.0,1.0
NP_001156685.1,True,0.941077441077441,0.9343434343434344
NP_001156908.2,False,1.0,1.0
NP_001157281.1,False,0.9615384615384616,0.9038461538461539
NP_001157750.1,True,0.9869281045751633,0.9803921568627451
NP_001157814.1,True,0.9898580121703853,0.9878296146044624
NP_001159435.1,True,0.9759384775808134,0.9771246089676747
NP_001159725.2,False,1.0,1.0
NP_001159762.1,True,0.8725490196078431,0.8529411764705882
NP_001161206.1,True,1.0,1.0
NP_001165948.1,False,1.0,1.0
NP_001166167.1,False,0.8571428571428572,0.9047619047619048
NP_001167621.1,False,1.0,1.0
NP_001170787.2,True,0.956140350877193,0.9692982456140352
NP_001170991.1,True,0.8979223125564589,0.8685636856368564
NP_001171481.1,False,0.7857142857142856,0.8214285714285715
NP_001171536.2,True,0.9677790563866513,0.9792865362485615
NP_001171809.1,True,0.9835600907029478,0.9821428571428571
NP_001174.2,False,1.0,1.0
NP_001177203.1,True,0.9316239316239316,0.937062937062937
NP_001177666.1,False,1.0,1.0
NP_001180345.1,True,0.9907407407407408,0.9675925925925927
NP_001181939.1,False,1.0,1.0
NP_001182192.1,False,0.9833333333333334,0.9666666666666667
NP_001182399.1,False,1.0,1.0
NP_001185.3,False,1.0,1.0
NP_001186.1,False,1.0,1.0
NP_001186036.1,True,0.9711538461538461,0.9711538461538461
NP_001186728.1,False,1.0,1.0
NP_001186846.1,False,1.0,1.0
NP_001189333.2,True,0.9393939393939394,0.9272727272727274
NP_001189472.1,False,1.0,1.0
NP_001191354.2,True,0.8690476190476191,0.8869047619047619
NP_001193928.1,False,1.0,1.0
NP_001194.1,True,0.9791666666666667,0.9791666666666667
NP_001195.2,True,0.9961489088575096,0.9922978177150192
NP_001202.5,True,0.9649122807017544,0.9649122807017544
NP_001211.3,True,0.9634146341463414,0.951219512195122
NP_001223.2,False,0.92,0.92
NP_001229804.1,False,1.0,1.0
NP_001229817.2,True,0.9166666666666666,0.9166666666666667
NP_001229825.1,True,0.9242424242424242,0.9545454545454545
NP_001229886.1,False,0.9629629629629629,0.962962962962963
NP_001230695.2,True,0.9539473684210527,0.9342105263157895
NP_001231118.1,True,0.7222222222222222,0.7222222222222222
NP_001243371.1,True,1.0,1.0
NP_001243643.1,False,1.0,1.0
NP_001243805.1,True,0.5641025641025641,0.5384615384615384
NP_001244074.1,True,0.9047619047619048,0.9285714285714286
NP_001244159.1,True,0.8809523809523809,0.8928571428571429
NP_001244941.2,False,0.9074074074074074,0.8981481481481481
NP_001255.4,True,0.8095238095238095,0.6666666666666667
NP_001258750.1,False,0.9444444444444444,0.9166666666666666
NP_001258928.1,False,1.0,1.0
NP_001262.3,True,0.9732550554468362,0.9709719504240052
NP_001264.2,True,0.9874551971326164,0.9838709677419354
NP_001265067.1,True,0.9185185185185185,0.9181069958847736
NP_001265273.1,True,0.8245614035087718,0.8201754385964912
NP_001265868.1,True,0.9090909090909091,0.962121212121212
NP_001269154.1,True,0.9875,0.9875
NP_001269210.1,False,0.9692307692307692,0.9692307692307692
NP_001269862.1,True,1.0,1.0
NP_001273003.2,True,0.9130434782608695,0.9130434782608695
NP_001274420.1,False,0.9642857142857143,0.9642857142857143
NP_001275676.1,False,0.7692307692307692,0.8076923076923077
NP_001275880.1,True,1.0,1.0
NP_001275929.1,False,0.9555555555555556,1.0
NP_001278.1,True,0.9760348583877995,0.9803921568627451
NP_001278585.2,False,1.0,1.0
NP_001278650.1,True,0.9423076923076923,0.9175824175824175
NP_001278933.1,True,0.9888888888888889,0.9944444444444445
NP_001288.3,True,0.978494623655914,0.9928315412186379
NP_001289.1,True,0.9954337899543378,0.9920091324200914
NP_001290039.1,True,1.0,1.0
NP_001290185.1,True,0.9853479853479853,0.978021978021978
NP_001290425.1,True,0.7949999999999999,0.8
NP_001291646.4,True,0.998289136013687,0.9828913601368692
NP_001293061.2,True,1.0,0.9969183359013867
NP_001304019.1,False,1.0,1.0
NP_001305781.1,False,1.0,1.0
NP_001307679.1,False,1.0,0.9761904761904763
NP_001307852.1,False,1.0,1.0
NP_001308031.1,False,1.0,0.9090909090909091
NP_001308943.1,True,0.9673076923076923,0.951923076923077
NP_001308971.2,True,1.0,1.0
NP_001309774.1,False,1.0,1.0
NP_001317619.1,False,0.75,0.75
NP_001317964.1,False,0.78125,0.8125
NP_001323.1,False,1.0,1.0
NP_001336584.1,False,0.9090909090909091,0.9090909090909091
NP_001340274.1,True,1.0,1.0
NP_001341530.2,True,0.9848484848484849,0.9848484848484849
NP_001349700.1,True,1.0,1.0
NP_001351.2,True,1.0,1.0
NP_001352465.1,True,0.9195402298850575,0.9118773946360152
NP_001354752.1,True,1.0,1.0
NP_001355738.1,False,1.0,1.0
NP_001355847.1,True,1.0,1.0
NP_001356355.1,False,1.0,0.986111111111111
NP_001357188.2,True,0.9930555555555556,0.9944444444444445
NP_001357587.1,True,0.9882352941176471,0.9882352941176471
NP_001358995.1,True,0.98,0.96
NP_001365406.2,False,1.0,1.0
NP_001365421.1,False,0.9696969696969697,0.9696969696969697
NP_001366127.1,True,0.991860465116279,0.9825581395348838
NP_001366380.1,False,0.7777777777777779,0.7777777777777779
NP_001366429.1,True,0.7560975609756098,0.7560975609756098
NP_001369746.2,False,0.7333333333333334,0.7666666666666666
NP_001373.2,False,1.0,1.0
NP_001374.4,False,1.0,1.0
NP_001380.2,False,0.8888888888888888,0.8888888888888888
NP_001387.2,True,0.9898809523809523,0.9898809523809524
NP_001390.1,True,0.9382352941176471,0.9540441176470589
NP_001421.2,True,0.9693877551020408,0.9693877551020409
NP_001440.2,False,1.0,1.0
NP_001442.2,False,0.9791666666666667,0.9791666666666667
NP_001444.2,True,1.0,1.0
NP_001457.1,False,1.0,0.962962962962963
NP_001469.1,False,1.0,1.0
NP_001510.2,False,1.0,1.0
NP_001529.2,False,0.9500000000000001,0.9500000000000001
NP_001531.1,True,0.7777777777777779,0.7592592592592593
NP_001547.1,False,0.9444444444444444,0.8888888888888888
NP_001548.1,False,1.0,1.0
NP_001549.2,False,0.9642857142857143,0.9642857142857142
NP_001554.2,False,0.8333333333333334,0.8333333333333334
NP_001596.2,True,0.9538461538461538,0.9461538461538461
