DMS_id,n,auroc_uniform,auroc_biogate,auroc_best
NP_000099.2,10,1.0,1.0,0.9523809523809524
NP_000102.1,22,1.0,1.0,1.0
NP_000103.2,23,0.9411764705882354,0.9215686274509804,0.8921568627450981
NP_000107.1,20,1.0,1.0,1.0
NP_000108.1,12,1.0,0.9090909090909091,1.0
NP_000114.3,25,0.8799999999999999,0.74,0.94
NP_000115.1,55,0.9940476190476191,0.9880952380952381,0.9910714285714286
NP_000118.2,47,0.9956709956709957,0.9567099567099567,1.0
NP_000119.1,33,0.9214285714285715,0.8857142857142857,0.8785714285714286
NP_000120.2,12,1.0,1.0,1.0
NP_000121.2,40,1.0,1.0,1.0
NP_000122.1,29,0.9916666666666667,1.0,0.9333333333333333
NP_000124.1,116,0.9317708333333333,0.9125000000000001,0.9156249999999999
NP_000126.2,104,0.9206349206349207,0.6929926442121563,0.9229578010065814
NP_000127.2,15,0.9722222222222222,0.38888888888888884,0.9722222222222222
NP_000128.1,27,0.8727272727272727,0.8272727272727273,0.8727272727272727
NP_000131.2,12,0.9428571428571428,0.7714285714285714,0.9142857142857143
NP_000132.3,78,0.9946428571428572,0.9982142857142857,0.9642857142857143
NP_000134.2,127,0.9931129476584022,0.9944903581267218,0.9903581267217632
NP_000138.2,15,1.0,0.9772727272727273,1.0
NP_000142.2,53,0.9333333333333333,0.8866666666666666,1.0
NP_000143.2,160,0.9694835680751174,0.949530516431925,0.9550078247261347
NP_000144.2,89,0.951417004048583,0.8522267206477733,0.9676113360323886
NP_000147.1,25,1.0,0.8596491228070174,0.956140350877193
NP_000149.4,31,0.9831932773109244,0.9243697478991597,0.9873949579831933
NP_000150.1,138,0.8264925373134329,0.7332089552238806,0.7686567164179104
NP_000153.1,148,1.0,1.0,1.0
NP_000154.1,11,1.0,1.0,0.9444444444444444
NP_000156.1,24,0.9565217391304348,0.8260869565217391,1.0
NP_000157.1,116,1.0,0.9709821428571428,0.9955357142857143
NP_000159.3,111,0.9356796116504854,0.9526699029126213,0.933252427184466
NP_000160.1,205,0.945,0.9380000000000001,0.8409999999999999
NP_000161.2,119,0.9773684210526316,0.9536842105263158,0.9710526315789473
NP_000162.2,37,1.0,0.9935897435897436,0.9967948717948718
NP_000164.5,27,0.9407894736842105,0.9473684210526316,0.9210526315789473
NP_000166.2,13,0.5833333333333334,0.5833333333333334,0.6666666666666667
NP_000168.1,32,0.9655172413793103,0.9540229885057472,0.896551724137931
NP_000170.1,92,0.9756335282651072,0.9653996101364523,0.9610136452241715
NP_000171.1,34,0.9762845849802371,0.9011857707509882,0.9802371541501975
NP_000172.2,16,1.0,1.0,1.0
NP_000173.2,23,1.0,1.0,1.0
NP_000174.1,16,1.0,1.0,1.0
NP_000177.2,22,0.9619047619047619,0.8571428571428572,0.9619047619047619
NP_000178.2,40,0.9870129870129871,0.9696969696969697,0.9826839826839827
NP_000179.2,10,0.9375,0.9375,1.0
NP_000181.2,38,0.9696969696969697,0.9636363636363637,0.9696969696969697
NP_000183.2,42,0.9038461538461539,0.8966346153846154,0.8870192307692308
NP_000184.1,12,0.9375,0.9375,0.96875
NP_000185.1,22,0.9523809523809523,0.7142857142857143,0.9523809523809523
NP_000186.2,21,0.8777777777777778,0.8,0.9333333333333333
NP_000188.1,13,0.9722222222222222,0.9444444444444444,0.9722222222222222
NP_000189.1,13,0.9666666666666668,0.9,0.9666666666666668
NP_000190.1,59,0.9159663865546219,0.865546218487395,0.907563025210084
NP_000194.2,74,0.9318885448916409,0.892672858617131,0.9484004127966976
NP_000197.1,65,0.9820075757575758,0.9659090909090909,0.9668560606060606
NP_000198.1,23,1.0,1.0,1.0
NP_000199.2,16,1.0,1.0,0.90625
NP_000202.3,20,0.9800000000000001,1.0,0.97
NP_000203.2,65,0.9436363636363636,0.9036363636363636,0.9272727272727274
NP_000205.1,79,0.9386645962732919,0.9270186335403727,0.9580745341614908
NP_000206.2,28,0.9489795918367347,0.8877551020408163,0.9438775510204082
NP_000207.2,22,0.9764705882352941,1.0,0.9647058823529412
NP_000208.2,19,1.0,1.0,1.0
NP_000209.2,197,0.9978609625668449,0.9855614973262032,0.9983957219251336
NP_000211.1,14,0.9696969696969697,0.9090909090909091,0.9393939393939394
NP_000213.1,15,0.9800000000000001,0.96,0.96
NP_000217.2,16,0.888888888888889,0.888888888888889,0.8412698412698413
NP_000219.2,34,0.9655172413793104,0.9655172413793103,0.9862068965517241
NP_000220.1,18,0.9876543209876543,0.8765432098765432,1.0
NP_000224.2,19,0.9886363636363636,0.9659090909090909,1.0
NP_000226.2,41,1.0,1.0,1.0
NP_000228.1,40,0.9705882352941176,0.946078431372549,0.9705882352941176
NP_000229.1,151,0.9424460431654677,0.895083932853717,0.9436450839328537
NP_000239.1,19,1.0,1.0,0.9777777777777777
NP_000240.1,184,0.922484984984985,0.8909534534534534,0.9037162162162163
NP_000242.1,288,0.8939385987929678,0.8233534505379166,0.8952505903962215
NP_000243.1,75,0.9779541446208113,0.955026455026455,0.9761904761904762
NP_000244.2,19,1.0,1.0,1.0
NP_000245.2,14,1.0,1.0,1.0
NP_000246.2,108,1.0,0.99375,1.0
NP_000247.2,60,0.9147025813692481,0.9135802469135803,0.8742985409652076
NP_000248.2,301,0.8624689312344658,0.865990057995029,0.7928748964374482
NP_000251.3,152,0.9466051417270929,0.899362777411558,0.9501208525598769
NP_000252.1,45,0.97,0.9359999999999999,0.8960000000000001
NP_000254.2,80,0.9710144927536232,0.9249011857707511,0.9657444005270093
NP_000255.2,175,0.976734693877551,0.9430612244897959,0.9853061224489796
NP_000257.1,16,1.0,0.8571428571428572,0.9285714285714286
NP_000261.2,10,1.0,1.0,1.0
NP_000262.2,143,0.9666666666666667,0.9541666666666667,0.9619791666666666
NP_000263.2,10,0.875,0.625,0.8125
NP_000264.2,21,0.9183673469387754,0.8673469387755102,0.9183673469387755
NP_000265.1,17,1.0,1.0,1.0
NP_000266.2,69,0.9743589743589742,0.9589743589743589,0.9547008547008546
NP_000267.2,42,0.9886621315192744,0.981859410430839,0.9931972789115646
NP_000268.1,399,0.9496221662468514,0.9005037783375315,0.9433249370277078
NP_000269.3,13,1.0,0.9166666666666666,1.0
NP_000273.2,35,1.0,0.9444444444444444,1.0
NP_000274.3,32,0.9583333333333334,0.9583333333333334,0.95
NP_000275.1,61,0.9803921568627451,0.9627450980392157,0.9686274509803922
NP_000276.2,17,0.9423076923076923,0.7884615384615385,0.9807692307692308
NP_000278.3,30,0.8099547511312217,0.7963800904977375,0.8099547511312217
NP_000279.1,11,1.0,0.9444444444444444,1.0
NP_000282.1,19,0.7708333333333333,0.6666666666666666,0.7291666666666666
NP_000283.1,45,0.9794238683127573,0.9176954732510287,0.9897119341563786
NP_000286.3,52,0.8875739644970414,0.8205128205128205,0.8915187376725838
NP_000288.1,24,0.986013986013986,0.923076923076923,0.9860139860139859
NP_000292.1,14,0.0,0.0,0.0
NP_000293.2,16,0.9642857142857143,0.8571428571428572,1.0
NP_000294.1,60,0.9482758620689655,0.8103448275862069,0.9568965517241379
NP_000295.1,29,1.0,0.9871794871794872,1.0
NP_000300.1,11,1.0,1.0,1.0
NP_000301.1,25,1.0,1.0,1.0
NP_000302.1,19,0.782051282051282,0.5384615384615385,0.8974358974358975
NP_000303.1,49,0.9680851063829787,0.9893617021276595,0.9468085106382979
NP_000308.1,27,0.07692307692307693,0.11538461538461539,0.19230769230769232
NP_000312.2,67,0.8352713178294574,0.8013565891472868,0.8197674418604651
NP_000313.2,85,0.9358974358974359,0.9358974358974358,0.9358974358974359
NP_000316.2,15,1.0,1.0,1.0
NP_000320.1,65,0.8387096774193549,0.8225806451612903,0.8387096774193549
NP_000321.1,100,0.9560439560439561,0.8705738705738706,0.9841269841269842
NP_000325.4,92,0.9783705839942323,0.9516943042537851,0.9560201874549388
NP_000327.2,16,0.8363636363636364,0.7272727272727273,0.9090909090909091
NP_000329.2,15,0.9629629629629629,0.9629629629629629,0.9814814814814814
NP_000332.2,13,1.0,1.0,1.0
NP_000333.1,36,0.9933110367892977,0.9899665551839465,0.9732441471571907
NP_000334.1,10,1.0,1.0,1.0
NP_000337.1,50,0.9826388888888888,0.8854166666666667,0.9895833333333333
NP_000340.2,13,1.0,1.0,0.6363636363636364
NP_000341.2,448,0.950076726342711,0.9067007672634272,0.9363682864450128
NP_000343.2,100,0.9458631256384065,0.9141981613891725,0.8825331971399386
NP_000349.1,18,0.6527777777777779,0.6944444444444445,0.5416666666666666
NP_000350.1,81,0.9722222222222223,0.9269005847953216,0.9714912280701754
NP_000354.4,47,0.9242424242424243,0.8181818181818181,0.946969696969697
NP_000359.1,111,0.9824780976220275,0.9568210262828536,0.9831038798498122
NP_000360.2,22,0.8925619834710744,0.884297520661157,0.884297520661157
NP_000362.1,84,0.728395061728395,0.6995884773662551,0.7530864197530864
NP_000363.1,91,0.9583333333333334,0.8522727272727273,0.9772727272727273
NP_000365.3,10,1.0,1.0,1.0
NP_000366.1,15,0.9107142857142857,0.8571428571428571,0.9285714285714286
NP_000368.1,48,0.9814814814814815,0.9722222222222222,0.9814814814814814
NP_000372.1,12,0.742857142857143,0.7142857142857144,0.6857142857142857
NP_000373.1,28,1.0,0.9875,1.0
NP_000374.1,39,0.9545454545454545,0.9224598930481284,0.9679144385026737
NP_000381.1,31,0.896551724137931,0.9137931034482758,0.8103448275862069
NP_000382.3,46,0.963235294117647,0.9240196078431373,0.963235294117647
NP_000383.2,24,0.9894736842105264,0.9578947368421052,1.0
NP_000384.2,74,0.9621689785624212,0.978562421185372,0.9369482976040353
NP_000387.1,23,1.0,1.0,0.9868421052631579
NP_000388.2,71,0.9831730769230769,0.9775641025641025,0.9751602564102564
NP_000391.1,23,1.0,0.9901960784313726,1.0
NP_000393.4,188,0.926775956284153,0.9289617486338797,0.9092896174863389
NP_000398.1,11,0.9,1.0,0.8
NP_000400.2,20,0.9411764705882353,0.8823529411764707,0.8823529411764707
NP_000402.3,31,1.0,0.9772727272727272,1.0
NP_000405.1,30,0.9722222222222222,0.9722222222222223,0.9537037037037037
NP_000410.2,76,0.9469320066334992,0.9369817578772803,0.9253731343283582
NP_000412.4,27,1.0,0.9882352941176471,1.0
NP_000413.1,21,1.0,0.8775510204081632,0.9591836734693878
NP_000414.2,27,1.0,0.9891304347826088,0.9891304347826088
NP_000415.2,63,0.9501108647450109,0.9090909090909091,0.934589800443459
NP_000416.1,85,0.9738186462324393,0.9655172413793103,0.9642401021711366
NP_000421.1,42,0.9124579124579125,0.8821548821548821,0.9023569023569025
NP_000422.1,34,1.0,1.0,1.0
NP_000424.2,11,1.0,0.9,0.9
NP_000425.1,21,0.8382352941176471,0.7941176470588235,0.8382352941176471
NP_000431.2,15,0.9107142857142857,0.8392857142857142,0.9642857142857143
NP_000432.1,139,0.9387096774193548,0.9236559139784946,0.932258064516129
NP_000434.1,19,0.8846153846153847,0.8974358974358976,0.8846153846153847
NP_000435.3,148,0.9761424731182796,0.9475806451612904,0.9758064516129031
NP_000438.2,12,1.0,1.0,1.0
NP_000439.2,63,0.9666666666666666,0.8125000000000001,0.9694444444444444
NP_000446.1,29,1.0,0.9666666666666668,1.0
NP_000447.2,12,0.7777777777777779,0.7222222222222222,0.7777777777777779
NP_000449.1,76,0.9233954451345755,0.9130434782608696,0.9151138716356108
NP_000450.3,35,1.0,0.9810606060606061,0.9848484848484849
NP_000452.2,34,1.0,1.0,0.9379310344827586
NP_000456.2,17,0.8333333333333334,0.8,0.8
NP_000457.1,32,0.9710144927536232,0.9565217391304348,0.9516908212560387
NP_000465.1,23,1.0,1.0,1.0
NP_000466.2,21,1.0,1.0,1.0
NP_000470.3,17,0.8125,0.6875,0.5
NP_000472.2,29,1.0,0.97,1.0
NP_000475.1,25,0.8701298701298702,0.8831168831168832,0.7467532467532467
NP_000476.1,10,0.9523809523809524,1.0,1.0
NP_000477.1,18,0.9107142857142857,0.9107142857142857,0.9285714285714286
NP_000478.3,114,0.9153846153846154,0.8730769230769231,0.8836538461538461
NP_000479.1,33,0.7,0.7000000000000001,0.6428571428571428
NP_000481.2,10,0.9166666666666667,0.875,0.9166666666666667
NP_000483.3,198,1.0,0.9917726252804787,0.9581151832460734
NP_000484.2,54,0.8240740740740742,0.845679012345679,0.8595679012345678
NP_000485.3,35,0.8400000000000001,0.8133333333333334,0.88
NP_000486.1,508,0.9906322226994744,0.9867869342005686,0.9860199218670103
NP_000487.1,12,1.0,1.0,1.0
NP_000488.3,46,0.9802631578947368,0.9703947368421053,0.9802631578947368
NP_000489.3,31,0.9461538461538461,0.9230769230769231,0.9538461538461539
NP_000491.4,43,0.968421052631579,0.9526315789473684,0.8947368421052633
NP_000495.1,13,1.0,1.0,0.9666666666666668
NP_000498.2,16,1.0,1.0,1.0
NP_000500.2,11,1.0,1.0,1.0
NP_000503.1,90,0.9021864211737628,0.8883774453394706,0.8400460299194477
NP_000508.1,36,0.8950617283950617,0.8765432098765432,0.8888888888888888
NP_000509.1,61,0.7694235588972431,0.7180451127819548,0.7756892230576441
NP_000511.2,42,0.8333333333333333,0.7314814814814815,0.8333333333333333
NP_000517.3,39,0.9517241379310344,0.9379310344827587,0.9379310344827586
NP_000518.1,639,0.9712885154061626,0.9453114579165,0.9669034280378819
NP_000519.2,37,0.9813664596273292,0.9285714285714286,0.9937888198757765
NP_000520.1,15,0.84,0.8,0.78
NP_000522.3,119,0.8685121107266436,0.8304498269896193,0.8569780853517879
NP_000523.2,42,0.9212962962962963,0.8101851851851851,0.9166666666666667
NP_000524.3,26,0.88,0.8,0.96
NP_000525.1,18,0.875,0.75,0.84375
NP_000527.2,46,0.9835526315789473,0.8223684210526315,0.993421052631579
NP_000530.1,117,0.9495412844036697,0.8956422018348624,0.963302752293578
NP_000533.4,13,0.9722222222222222,0.8055555555555556,1.0
NP_000534.3,121,0.968595041322314,0.9446280991735537,0.971900826446281
NP_000536.6,105,0.9608323133414932,0.9430844553243574,0.9314565483476133
NP_000537.3,271,0.9897994073398677,0.9642694324139502,0.9857533622065192
NP_000538.3,25,0.8782051282051282,0.8397435897435898,0.9102564102564102
NP_000539.2,376,0.9305537627468697,0.9132890151026204,0.9285852588098619
NP_000541.1,11,1.0,1.0,1.0
NP_000544.2,18,0.9375,0.875,0.875
NP_000545.1,17,1.0,1.0,1.0
NP_000548.2,11,1.0,1.0,1.0
NP_000578.2,13,0.9166666666666666,0.6666666666666667,0.8333333333333334
NP_000584.3,19,1.0,0.9444444444444444,1.0
NP_000594.2,13,0.6363636363636364,0.7272727272727273,0.5909090909090908
NP_000633.2,26,0.825,0.8083333333333333,0.7916666666666666
NP_000651.3,12,1.0,0.8285714285714285,1.0
NP_000684.2,13,1.0,1.0,1.0
NP_000693.1,62,1.0,0.9768270944741533,0.9982174688057041
NP_000700.1,46,0.9833333333333333,0.9666666666666666,0.9722222222222222
NP_000710.5,55,1.0,1.0,0.9946236559139785
NP_000711.1,27,0.9841269841269841,0.9206349206349207,0.9841269841269841
NP_000712.2,238,0.966113914924297,0.9745253544820958,0.9363133862052391
NP_000735.1,71,0.9850746268656716,0.9365671641791045,0.9925373134328358
NP_000738.2,10,0.9166666666666667,0.875,0.9166666666666667
NP_000739.1,19,0.8666666666666668,0.9000000000000001,0.6833333333333333
NP_000742.1,11,1.0,0.8666666666666667,1.0
NP_000751.1,14,0.8484848484848484,0.8181818181818181,0.7272727272727272
NP_000773.2,18,1.0,1.0,0.974025974025974
NP_000775.1,28,0.9473684210526315,0.935672514619883,0.9298245614035089
NP_000776.1,22,0.9473684210526316,0.9122807017543859,0.9473684210526315
NP_000780.1,31,0.8333333333333334,0.9,0.6333333333333333
NP_000797.2,55,0.8349358974358975,0.8301282051282051,0.7788461538461539
NP_000806.2,11,0.7777777777777778,0.7777777777777778,0.8333333333333334
NP_000807.2,36,0.9866220735785953,0.9765886287625418,0.9698996655518395
NP_000812.2,10,1.0,1.0,1.0
NP_000814.2,12,1.0,1.0,1.0
NP_000824.1,203,0.9802113551595524,0.9781392457521756,0.9680895151263986
NP_000825.2,209,0.9786450662739323,0.9624447717231221,0.9625368188512519
NP_000827.2,29,0.9444444444444444,0.9696969696969697,0.9343434343434344
NP_000834.2,34,0.9940476190476191,0.8988095238095237,1.0
NP_000866.1,19,1.0,0.9886363636363636,1.0
NP_000882.1,43,1.0,1.0,1.0
NP_000883.2,13,1.0,1.0,1.0
NP_000892.2,19,1.0,1.0,1.0
NP_000909.2,15,1.0,0.7142857142857143,1.0
NP_000911.2,41,1.0,0.9972527472527473,1.0
NP_000912.3,13,0.9090909090909091,0.8636363636363635,1.0
NP_000924.3,27,1.0,1.0,0.9941176470588236
NP_000928.1,17,1.0,1.0,1.0
NP_000935.1,16,0.7818181818181819,0.7454545454545455,0.7818181818181817
NP_000956.2,14,1.0,0.9583333333333333,1.0
NP_001001331.1,13,1.0,1.0,1.0
NP_001001344.1,18,0.8055555555555556,0.763888888888889,0.7500000000000001
NP_001001430.1,47,0.9941860465116279,0.9360465116279069,0.9883720930232558
NP_001001438.1,19,0.9714285714285714,0.9,0.9714285714285714
NP_001001557.1,16,1.0,1.0,1.0
NP_001002295.1,14,1.0,0.9696969696969697,1.0
NP_001003694.1,17,0.7166666666666668,0.6666666666666667,0.7166666666666668
NP_001003800.1,99,0.9877899877899878,0.9768009768009769,0.9865689865689866
NP_001003841.1,20,0.989010989010989,0.967032967032967,1.0
NP_001005271.2,52,0.9657657657657658,0.9603603603603603,0.9693693693693695
NP_001005463.1,30,0.8928571428571428,0.7857142857142857,0.9285714285714286
NP_001005731.1,44,0.9944903581267218,0.9807162534435262,0.9944903581267218
NP_001005741.1,73,0.9502487562189055,0.8706467661691543,0.9676616915422886
NP_001006658.1,19,0.6410256410256411,0.6025641025641025,0.6923076923076923
NP_001006659.1,22,0.925,0.9,0.875
NP_001007227.1,13,0.5833333333333334,1.0,0.25
NP_001008537.1,83,1.0,0.9878048780487805,1.0
NP_001010867.1,10,0.8571428571428571,0.7619047619047619,0.9047619047619048
NP_001010892.1,11,1.0,1.0,1.0
NP_001013860.1,23,0.9736842105263158,0.9210526315789473,1.0
NP_001017420.1,11,1.0,1.0,1.0
NP_001017535.1,10,1.0,1.0,1.0
NP_001017995.1,19,1.0,1.0,1.0
NP_001018005.1,31,1.0,0.9666666666666667,0.9333333333333333
NP_001018123.1,39,0.9736842105263158,0.9736842105263158,1.0
NP_001019242.1,20,1.0,1.0,1.0
NP_001019801.3,24,0.9523809523809523,0.9682539682539683,0.9523809523809523
NP_001020466.1,24,0.9772727272727273,0.9545454545454546,0.9772727272727273
NP_001025053.1,94,0.7771739130434783,0.44021739130434784,0.8152173913043478
NP_001025054.1,24,0.9130434782608696,0.8260869565217391,0.9130434782608696
NP_001026895.2,14,1.0,1.0,1.0
NP_001027567.2,16,1.0,1.0,1.0
NP_001029.1,11,0.8888888888888888,0.8888888888888888,1.0
NP_001029027.1,13,0.9761904761904763,0.9761904761904763,1.0
NP_001030025.1,63,0.9647435897435899,0.9252136752136753,0.967948717948718
NP_001032.2,32,0.9666666666666667,0.9,0.8833333333333334
NP_001034302.2,13,0.75,0.8333333333333334,0.6666666666666667
NP_001035197.1,62,0.9836065573770492,1.0,0.9836065573770492
NP_001035202.1,26,0.9420289855072463,0.8985507246376812,0.9420289855072463
NP_001035526.1,12,0.9,0.95,0.8
NP_001035835.1,15,1.0,0.8571428571428571,1.0
NP_001035897.1,11,1.0,1.0,1.0
NP_001035940.1,11,1.0,0.9583333333333334,1.0
NP_001035963.1,36,0.9927272727272727,0.9854545454545455,0.989090909090909
NP_001036214.1,17,0.9615384615384616,0.8846153846153846,0.9423076923076923
NP_001037.1,14,0.3846153846153846,0.46153846153846156,0.3076923076923077
NP_001041675.1,11,0.9,0.9,1.0
NP_001056.1,35,0.951048951048951,0.9650349650349651,0.9545454545454546
NP_001060.1,34,0.6190476190476191,0.6309523809523809,0.6011904761904762
NP_001063.2,14,1.0,1.0,1.0
NP_001070834.1,25,0.9632352941176471,0.8382352941176471,0.9558823529411764
NP_001070884.2,12,0.6296296296296297,0.6296296296296295,0.6666666666666665
NP_001071.1,61,1.0,0.996078431372549,0.996078431372549
NP_001073136.1,19,1.0,1.0,1.0
NP_001073279.2,95,0.9859307359307359,0.987012987012987,0.9642857142857143
NP_001073882.3,16,0.8,0.5333333333333333,0.8666666666666667
NP_001073883.2,43,0.975609756097561,0.9634146341463415,0.8292682926829268
NP_001073893.1,33,0.8189655172413793,0.8879310344827587,0.853448275862069
NP_001073911.1,16,1.0,1.0,0.9333333333333333
NP_001073918.2,16,1.0,1.0,0.9487179487179487
NP_001073936.1,40,0.9930555555555556,0.9513888888888888,0.9652777777777778
NP_001073986.1,80,0.9681372549019607,0.9424019607843137,0.9620098039215687
NP_001073991.2,49,0.9430147058823529,0.8897058823529411,0.9613970588235294
NP_001075.1,20,0.9444444444444444,0.8888888888888888,0.9444444444444444
NP_001075019.1,11,0.8333333333333334,0.75,0.75
NP_001076585.1,30,0.8518518518518519,0.6419753086419753,0.9506172839506173
NP_001077083.1,18,0.9846153846153847,1.0,0.9846153846153847
NP_001077088.2,21,1.0,1.0,1.0
NP_001077430.1,33,1.0,0.991304347826087,0.9956521739130435
NP_001077431.1,70,0.926470588235294,0.8839869281045751,0.9281045751633986
NP_001080.2,31,0.9529914529914529,0.9316239316239316,0.9316239316239315
NP_001091738.1,21,1.0,1.0,1.0
NP_001091981.1,28,0.8854166666666667,0.8333333333333334,0.8125
NP_001092272.1,10,1.0,1.0,1.0
NP_001092692.1,14,0.75,0.75,0.8333333333333334
NP_001092744.1,15,0.875,0.3214285714285714,0.8571428571428571
NP_001093326.2,10,0.8333333333333334,0.7083333333333334,0.8333333333333334
NP_001094383.2,80,0.9493670886075949,0.7468354430379747,1.0
NP_001094832.1,65,0.7142857142857142,0.4285714285714286,0.865079365079365
NP_001095876.1,59,0.8103448275862069,0.9137931034482758,0.39655172413793105
NP_001096.1,14,0.9500000000000001,0.9500000000000001,1.0
NP_001098101.1,19,0.9659090909090909,0.9886363636363636,0.9886363636363636
NP_001098548.2,11,0.7,0.5,0.8
NP_001098717.1,13,0.75,0.6666666666666667,1.0
NP_001104262.1,197,0.960727969348659,0.9153895274584929,0.9675393784589187
NP_001104505.1,12,0.9722222222222223,0.8611111111111112,0.9722222222222223
NP_001104595.1,71,0.9666666666666667,0.9619047619047619,0.9535714285714286
NP_001106212.1,13,1.0,0.9750000000000001,1.0
NP_001106279.3,27,0.8043478260869565,0.7282608695652174,0.782608695652174
NP_001107655.1,11,0.7142857142857143,0.7142857142857143,0.6428571428571429
NP_001119580.2,124,0.9505222649807585,0.9296316657504122,0.9494227597581089
NP_001120.3,19,1.0,1.0,1.0
NP_001120680.1,26,1.0,1.0,1.0
NP_001120693.1,186,0.988056586270872,0.9814471243042671,0.9895060296846011
NP_001120972.1,25,0.8947368421052632,0.8333333333333334,0.8859649122807018
NP_001121370.1,19,1.0,0.9659090909090908,1.0
NP_001121699.1,39,0.8918918918918919,0.8783783783783784,0.7567567567567568
NP_001121897.1,38,0.9647435897435898,0.9647435897435898,0.9615384615384616
NP_001122092.1,16,1.0,1.0,1.0
NP_001122317.1,54,0.8968253968253967,0.8452380952380952,0.8710317460317459
NP_001123292.1,11,0.7,1.0,0.7
NP_001123476.1,26,0.9142857142857143,0.8571428571428571,0.8666666666666667
NP_001123561.1,11,1.0,0.9285714285714286,1.0
NP_001123577.1,14,1.0,1.0,1.0
NP_001123616.1,11,1.0,1.0,1.0
NP_001123990.1,20,0.9722222222222222,0.9722222222222222,0.8611111111111112
NP_001124295.1,42,0.9611111111111111,0.925,0.9666666666666667
NP_001127835.2,84,0.981081081081081,0.9648648648648649,0.9716216216216217
NP_001128493.1,13,1.0,1.0,1.0
NP_001128715.1,73,0.9859154929577465,0.9577464788732395,1.0
NP_001129277.1,12,1.0,1.0,1.0
NP_001129524.1,14,1.0,1.0,1.0
NP_001129649.1,17,1.0,1.0,1.0
NP_001130.1,24,0.9444444444444444,0.9351851851851852,0.8796296296296297
NP_001136256.1,11,0.8928571428571428,0.75,0.9642857142857143
NP_001136438.1,20,0.5866666666666667,0.4266666666666667,0.6400000000000001
NP_001138830.1,15,0.9814814814814814,1.0,1.0
NP_001138940.4,37,0.9901960784313726,0.9705882352941176,1.0
