DMS_id,n,auroc_uniform,auroc_biogate,auroc_best,label_rate
NP_000354.4,47,0.5151515151515151,0.8181818181818181,0.962121212121212,0.9361702127659575
NP_000359.1,111,0.9030037546933667,0.9568210262828536,0.9743429286608261,0.15315315315315314
NP_000360.2,22,0.71900826446281,0.884297520661157,0.9504132231404958,0.5
NP_000362.1,84,0.5308641975308642,0.6995884773662551,0.7283950617283952,0.9642857142857143
NP_000363.1,91,0.643939393939394,0.8522727272727273,0.9924242424242424,0.967032967032967
NP_000368.1,48,0.9722222222222222,0.9722222222222222,0.9907407407407407,0.625
NP_000373.1,28,0.96875,0.9875,1.0,0.7142857142857143
NP_000374.1,39,0.8368983957219251,0.9224598930481284,0.9652406417112299,0.5641025641025641
NP_000381.1,31,0.9310344827586207,0.9137931034482758,0.9482758620689655,0.06451612903225806
NP_000382.3,46,0.8602941176470588,0.9240196078431373,0.9754901960784313,0.7391304347826086
NP_000383.2,24,0.9157894736842105,0.9578947368421052,1.0,0.20833333333333334
NP_000384.2,74,0.9684741488020177,0.978562421185372,0.978562421185372,0.17567567567567569
NP_000387.1,23,1.0,1.0,1.0,0.8260869565217391
NP_000388.2,71,0.9342948717948718,0.9775641025641025,0.9775641025641025,0.5492957746478874
NP_000391.1,23,0.8137254901960784,0.9901960784313726,1.0,0.7391304347826086
NP_000393.4,188,0.8513661202185793,0.9289617486338797,0.9289617486338797,0.973404255319149
NP_000400.2,20,0.6470588235294118,0.8823529411764707,0.9803921568627452,0.85
NP_000402.3,31,0.9227272727272727,0.9772727272727272,1.0,0.3548387096774194
NP_000405.1,30,0.962962962962963,0.9722222222222223,0.9907407407407407,0.6
NP_000410.2,76,0.9502487562189055,0.9369817578772803,0.9635157545605306,0.881578947368421
NP_000412.4,27,1.0,0.9882352941176471,1.0,0.37037037037037035
NP_000413.1,21,0.5714285714285714,0.8775510204081632,0.9693877551020408,0.3333333333333333
NP_000414.2,27,0.9565217391304348,0.9891304347826088,0.9891304347826088,0.14814814814814814
NP_000415.2,63,0.8159645232815965,0.9090909090909091,0.9733924611973392,0.6507936507936508
NP_000416.1,85,0.8588761174968071,0.9655172413793103,0.9655172413793103,0.3176470588235294
NP_000421.1,42,0.7441077441077442,0.8821548821548821,0.8821548821548821,0.7857142857142857
NP_000422.1,34,0.953125,1.0,1.0,0.9411764705882353
NP_000425.1,21,0.7205882352941178,0.7941176470588235,0.7941176470588235,0.8095238095238095
NP_000432.1,139,0.8779569892473118,0.9236559139784946,0.9338709677419356,0.8920863309352518
NP_000435.3,148,0.7997311827956989,0.9475806451612904,0.9727822580645162,0.8378378378378378
NP_000439.2,63,0.7333333333333334,0.8125000000000001,0.9888888888888889,0.7619047619047619
NP_000446.1,29,0.9500000000000001,0.9666666666666668,1.0,0.8275862068965517
NP_000449.1,76,0.7888198757763975,0.9130434782608696,0.9130434782608696,0.9078947368421053
NP_000450.3,35,0.9204545454545454,0.9810606060606061,1.0,0.3142857142857143
NP_000452.2,34,1.0,1.0,1.0,0.8529411764705882
NP_000457.1,32,0.9227053140096618,0.9565217391304348,1.0,0.28125
NP_000465.1,23,0.9761904761904762,1.0,1.0,0.9130434782608695
NP_000466.2,21,0.9230769230769231,1.0,1.0,0.38095238095238093
NP_000472.2,29,0.77,0.97,1.0,0.8620689655172413
NP_000478.3,114,0.8182692307692307,0.8730769230769231,0.8730769230769231,0.9122807017543859
NP_000479.1,33,0.7714285714285715,0.7000000000000001,0.7357142857142857,0.8484848484848485
NP_000483.3,198,0.9970082273747196,0.9917726252804787,0.9985041136873598,0.9646464646464646
NP_000484.2,54,0.7145061728395061,0.845679012345679,0.8919753086419754,0.3333333333333333
NP_000485.3,35,0.8,0.8133333333333334,0.8666666666666667,0.14285714285714285
NP_000486.1,508,0.9810599087766665,0.9867869342005686,0.9923094230021885,0.7460629921259843
NP_000488.3,46,0.9605263157894737,0.9703947368421053,0.9835526315789473,0.8260869565217391
NP_000489.3,31,0.9153846153846154,0.9230769230769231,0.9538461538461538,0.16129032258064516
NP_000491.4,43,0.9842105263157895,0.9526315789473684,0.9947368421052633,0.8837209302325582
NP_000503.1,90,0.8642117376294592,0.8883774453394706,0.9090909090909091,0.8777777777777778
NP_000508.1,36,0.8518518518518519,0.8765432098765432,0.8796296296296297,0.5
NP_000509.1,61,0.6228070175438596,0.7180451127819548,0.7656641604010025,0.6885245901639344
NP_000511.2,42,0.7037037037037037,0.7314814814814815,0.8425925925925927,0.8571428571428571
NP_000517.3,39,0.8724137931034482,0.9379310344827587,0.993103448275862,0.7435897435897436
NP_000518.1,639,0.887888488728825,0.9453114579165,0.9736894757903162,0.92018779342723
NP_000519.2,37,0.8291925465838509,0.9285714285714286,0.9875776397515528,0.3783783783783784
NP_000523.2,42,0.7777777777777778,0.8101851851851851,0.9398148148148149,0.8571428571428571
NP_000524.3,26,0.6,0.8,0.92,0.9615384615384616
NP_000527.2,46,0.6085526315789475,0.8223684210526315,0.9769736842105263,0.8260869565217391
NP_000534.3,121,0.8702479338842977,0.9446280991735537,0.9752066115702479,0.9090909090909091
NP_000536.6,105,0.8941248470012241,0.9430844553243574,0.9645042839657283,0.819047619047619
NP_000538.3,25,0.6346153846153846,0.8397435897435898,0.9102564102564102,0.48
NP_000539.2,376,0.842842390602814,0.9132890151026204,0.9132890151026204,0.324468085106383
NP_000633.2,26,0.775,0.8083333333333333,0.8083333333333333,0.23076923076923078
NP_000693.1,62,0.8253119429590018,0.9768270944741533,0.9946524064171123,0.8225806451612904
NP_000700.1,46,0.925,0.9666666666666666,0.986111111111111,0.782608695652174
NP_000710.5,55,0.971774193548387,1.0,1.0,0.43636363636363634
NP_000711.1,27,0.9285714285714286,0.9206349206349207,0.9841269841269842,0.2222222222222222
NP_000712.2,238,0.9305455419370343,0.9745253544820958,0.9745253544820958,0.07983193277310924
NP_000735.1,71,0.8507462686567164,0.9365671641791045,0.9962686567164178,0.056338028169014086
NP_000775.1,28,0.9590643274853801,0.935672514619883,0.9415204678362573,0.6785714285714286
NP_000776.1,22,0.9122807017543859,0.9122807017543859,0.9649122807017544,0.8636363636363636
NP_000780.1,31,0.9666666666666667,0.9,0.9,0.03225806451612903
NP_000797.2,55,0.7772435897435898,0.8301282051282051,0.8301282051282051,0.7090909090909091
NP_000807.2,36,0.939799331103679,0.9765886287625418,0.9899665551839465,0.6388888888888888
NP_000824.1,203,0.9512018234562785,0.9781392457521756,0.9781392457521756,0.37438423645320196
NP_000825.2,209,0.9458762886597938,0.9624447717231221,0.9752393225331369,0.5358851674641149
NP_000827.2,29,0.8787878787878788,0.9696969696969697,0.9696969696969697,0.3793103448275862
NP_000834.2,34,0.7916666666666666,0.8988095238095237,0.9821428571428572,0.17647058823529413
NP_000911.2,41,0.9972527472527473,0.9972527472527473,1.0,0.3170731707317073
NP_000924.3,27,0.9941176470588236,1.0,1.0,0.37037037037037035
NP_001001430.1,47,0.819767441860465,0.9360465116279069,1.0,0.9148936170212766
NP_001003800.1,99,0.9542124542124542,0.9768009768009769,0.9768009768009769,0.21212121212121213
NP_001003841.1,20,0.967032967032967,0.967032967032967,1.0,0.35
NP_001005271.2,52,0.9063063063063064,0.9603603603603603,0.9603603603603603,0.7115384615384616
NP_001005463.1,30,0.6785714285714286,0.7857142857142857,0.8392857142857143,0.9333333333333333
NP_001005731.1,44,0.9201101928374655,0.9807162534435262,0.9807162534435262,0.25
NP_001005741.1,73,0.8482587064676617,0.8706467661691543,1.0,0.9178082191780822
NP_001006659.1,22,0.9,0.9,0.9,0.09090909090909091
NP_001008537.1,83,0.14634146341463417,0.9878048780487805,0.9878048780487805,0.012048192771084338
NP_001013860.1,23,0.5263157894736843,0.9210526315789473,0.9736842105263158,0.17391304347826086
NP_001018005.1,31,0.9666666666666667,0.9666666666666667,1.0,0.967741935483871
NP_001018123.1,39,0.7631578947368421,0.9736842105263158,0.9736842105263158,0.02564102564102564
NP_001019242.1,20,1.0,1.0,1.0,0.95
NP_001019801.3,24,0.9682539682539684,0.9682539682539683,0.9682539682539683,0.875
NP_001020466.1,24,0.9545454545454546,0.9545454545454546,0.9772727272727273,0.08333333333333333
NP_001025053.1,94,0.2065217391304348,0.44021739130434784,0.8532608695652174,0.02127659574468085
NP_001025054.1,24,0.782608695652174,0.8260869565217391,0.9565217391304348,0.041666666666666664
NP_001030025.1,63,0.8717948717948718,0.9252136752136753,0.9626068376068376,0.38095238095238093
NP_001032.2,32,0.8833333333333333,0.9,0.9333333333333333,0.0625
NP_001035197.1,62,1.0,1.0,1.0,0.016129032258064516
NP_001035202.1,26,0.855072463768116,0.8985507246376812,0.9420289855072463,0.11538461538461539
NP_001035963.1,36,0.9127272727272727,0.9854545454545455,0.9927272727272728,0.3055555555555556
NP_001056.1,35,0.9475524475524476,0.9650349650349651,0.9650349650349651,0.6285714285714286
NP_001060.1,34,0.773809523809524,0.6309523809523809,0.7559523809523809,0.8235294117647058
NP_001070834.1,25,0.823529411764706,0.8382352941176471,1.0,0.68
NP_001071.1,61,0.9764705882352941,0.996078431372549,0.996078431372549,0.8360655737704918
NP_001073279.2,95,0.9837662337662337,0.987012987012987,0.9967532467532467,0.8842105263157894
NP_001073883.2,43,0.9146341463414633,0.9634146341463415,0.9878048780487805,0.046511627906976744
NP_001073893.1,33,0.7931034482758621,0.8879310344827587,0.8879310344827587,0.12121212121212122
NP_001073936.1,40,0.861111111111111,0.9513888888888888,0.9930555555555556,0.1
NP_001073986.1,80,0.9227941176470588,0.9424019607843137,0.9620098039215685,0.15
NP_001073991.2,49,0.7702205882352942,0.8897058823529411,0.9613970588235293,0.6530612244897959
NP_001075.1,20,0.8333333333333334,0.8888888888888888,1.0,0.1
NP_001076585.1,30,0.48148148148148145,0.6419753086419753,1.0,0.9
NP_001077088.2,21,1.0,1.0,1.0,0.9523809523809523
NP_001077430.1,33,0.9739130434782609,0.991304347826087,0.991304347826087,0.30303030303030304
NP_001077431.1,70,0.8063725490196079,0.8839869281045751,0.9019607843137254,0.5142857142857142
NP_001080.2,31,0.9145299145299146,0.9316239316239316,0.9658119658119658,0.5806451612903226
NP_001091738.1,21,0.9909090909090909,1.0,1.0,0.47619047619047616
NP_001091981.1,28,0.8645833333333334,0.8333333333333334,0.875,0.14285714285714285
NP_001094383.2,80,0.4683544303797469,0.7468354430379747,0.9493670886075949,0.0125
NP_001094832.1,65,0.2777777777777778,0.4285714285714286,0.7698412698412699,0.03076923076923077
NP_001095876.1,59,0.9827586206896551,0.9137931034482758,0.9137931034482758,0.01694915254237288
NP_001104262.1,197,0.8128991060025542,0.9153895274584929,0.9554065559812687,0.41116751269035534
NP_001104595.1,71,0.9047619047619049,0.9619047619047619,0.9619047619047619,0.2112676056338028
NP_001106279.3,27,0.7717391304347827,0.7282608695652174,0.9347826086956521,0.14814814814814814
NP_001119580.2,124,0.8999450247388675,0.9296316657504122,0.9725123694337547,0.8629032258064516
NP_001120680.1,26,1.0,1.0,1.0,0.038461538461538464
NP_001120693.1,186,0.827922077922078,0.9814471243042671,0.9814471243042671,0.5268817204301075
NP_001120972.1,25,0.8070175438596492,0.8333333333333334,0.9561403508771931,0.24
NP_001121699.1,39,0.945945945945946,0.8783783783783784,0.972972972972973,0.9487179487179487
NP_001121897.1,38,0.9711538461538461,0.9647435897435898,0.9807692307692307,0.6842105263157895
NP_001122317.1,54,0.8134920634920635,0.8452380952380952,0.9345238095238094,0.7777777777777778
NP_001123476.1,26,0.8666666666666666,0.8571428571428571,0.9619047619047618,0.8076923076923077
NP_001123990.1,20,1.0,0.9722222222222222,1.0,0.1
NP_001124295.1,42,0.8805555555555555,0.925,0.9666666666666667,0.2857142857142857
NP_001127835.2,84,0.9635135135135134,0.9648648648648649,0.9905405405405406,0.11904761904761904
NP_001128715.1,73,0.47887323943661975,0.9577464788732395,0.9577464788732395,0.0273972602739726
NP_001130.1,24,0.9259259259259259,0.9351851851851852,1.0,0.75
NP_001136438.1,20,0.45333333333333337,0.4266666666666667,0.7066666666666668,0.25
NP_001138940.4,37,0.9705882352941176,0.9705882352941176,0.9901960784313726,0.08108108108108109
NP_001139189.2,21,0.9351851851851851,0.9907407407407407,0.9907407407407407,0.42857142857142855
NP_001148.1,22,0.08771929824561404,0.12280701754385966,0.5438596491228069,0.13636363636363635
NP_001153508.1,78,0.7375201288244766,0.7375201288244766,0.8325281803542673,0.11538461538461539
NP_001153605.1,77,0.9444444444444444,0.934640522875817,0.9656862745098039,0.11688311688311688
NP_001156685.1,49,0.8316498316498318,0.9124579124579124,0.9259259259259259,0.5510204081632653
NP_001157750.1,26,0.9803921568627451,0.9934640522875816,0.9934640522875816,0.6538461538461539
NP_001157814.1,46,0.9026369168356998,0.9918864097363083,0.9918864097363083,0.6304347826086957
NP_001159435.1,741,0.8636861313868613,0.94507299270073,0.9690302398331595,0.9244264507422402
NP_001159762.1,23,0.872549019607843,0.8431372549019608,0.8725490196078431,0.7391304347826086
NP_001161206.1,21,0.9814814814814814,0.9814814814814814,1.0,0.14285714285714285
NP_001170787.2,25,0.8947368421052632,0.9210526315789473,0.9824561403508772,0.24
NP_001170991.1,132,0.859981933152665,0.9051490514905148,0.9051490514905148,0.9318181818181818
NP_001171536.2,90,0.956271576524741,0.9044879171461448,0.9919447640966628,0.8777777777777778
NP_001171809.1,105,0.971655328798186,0.9829931972789117,0.9943310657596373,0.8
NP_001177203.1,72,0.735042735042735,0.8313908313908314,0.9285159285159286,0.5416666666666666
NP_001180345.1,75,0.9768518518518519,0.9907407407407408,0.9907407407407408,0.96
NP_001186036.1,30,0.7788461538461537,0.9134615384615385,0.9519230769230769,0.8666666666666667
NP_001189333.2,38,0.8363636363636364,0.9030303030303031,0.9030303030303031,0.868421052631579
NP_001191354.2,25,0.5,0.7261904761904762,0.9404761904761906,0.16
NP_001194.1,26,0.9791666666666667,0.8541666666666666,1.0,0.07692307692307693
NP_001195.2,60,0.9448010269576379,0.982028241335045,0.988446726572529,0.31666666666666665
NP_001202.5,22,0.8596491228070176,0.8245614035087719,0.9824561403508772,0.13636363636363635
NP_001211.3,47,0.8495934959349594,0.853658536585366,0.9959349593495935,0.1276595744680851
NP_001229817.2,23,0.7083333333333333,0.9166666666666666,0.9166666666666666,0.6521739130434783
NP_001229825.1,25,0.6363636363636362,0.7424242424242424,0.9545454545454546,0.12
NP_001230695.2,35,0.8125,0.9243421052631579,0.944078947368421,0.5428571428571428
NP_001231118.1,29,0.5925925925925926,0.6296296296296297,0.7777777777777778,0.06896551724137931
NP_001243371.1,37,0.9666666666666667,0.9966666666666666,1.0,0.32432432432432434
NP_001243805.1,40,0.5128205128205128,0.5897435897435898,0.5897435897435898,0.025
NP_001244074.1,23,0.6190476190476191,0.8571428571428572,0.8571428571428572,0.08695652173913043
NP_001244159.1,46,0.4642857142857143,0.5476190476190477,0.9761904761904763,0.08695652173913043
NP_001255.4,22,0.6666666666666667,0.33333333333333337,1.0,0.045454545454545456
NP_001262.3,115,0.9360730593607306,0.9686888454011742,0.9686888454011742,0.3652173913043478
NP_001264.2,49,0.9713261648745519,0.996415770609319,0.996415770609319,0.6326530612244898
NP_001265067.1,99,0.46625514403292184,0.7012345679012345,0.9294238683127571,0.45454545454545453
NP_001265273.1,41,0.6578947368421053,0.6929824561403508,0.8508771929824561,0.07317073170731707
NP_001265868.1,25,0.696969696969697,0.7121212121212122,0.9090909090909091,0.12
NP_001269154.1,21,0.9000000000000001,0.9875,0.9875,0.7619047619047619
NP_001269862.1,22,0.8095238095238095,1.0,1.0,0.045454545454545456
NP_001273003.2,48,0.8226086956521739,0.9026086956521739,0.9217391304347826,0.4791666666666667
NP_001275880.1,22,0.9122807017543859,1.0,1.0,0.13636363636363635
NP_001278.1,44,0.9455337690631808,0.9629629629629628,0.9869281045751633,0.6136363636363636
NP_001278650.1,41,0.868131868131868,0.956043956043956,0.956043956043956,0.3170731707317073
NP_001278933.1,23,0.8333333333333334,0.9444444444444445,1.0,0.782608695652174
NP_001288.3,40,0.924731182795699,0.924731182795699,0.978494623655914,0.225
NP_001289.1,85,0.949771689497717,0.9714611872146119,0.9908675799086758,0.8588235294117647
NP_001290039.1,31,0.9571428571428571,1.0,1.0,0.6774193548387096
NP_001290185.1,34,0.8278388278388278,0.9340659340659341,0.9853479853479854,0.6176470588235294
NP_001290425.1,33,0.36500000000000005,0.74,0.83,0.24242424242424243
NP_001291646.4,174,0.9837467921300257,0.998289136013687,0.998289136013687,0.9597701149425287
NP_001293061.2,70,0.9753466872110941,0.987673343605547,0.987673343605547,0.15714285714285714
NP_001308943.1,53,0.8711538461538462,0.8980769230769231,0.9711538461538461,0.24528301886792453
NP_001308971.2,30,0.9807692307692308,1.0,1.0,0.13333333333333333
NP_001340274.1,37,0.9074074074074074,0.9925925925925926,0.9925925925925926,0.2702702702702703
NP_001341530.2,25,0.9090909090909092,0.9696969696969697,0.9848484848484849,0.88
NP_001349700.1,25,1.0,1.0,1.0,0.84
NP_001351.2,86,0.8475609756097561,0.9786585365853658,1.0,0.9534883720930233
NP_001352465.1,47,0.8275862068965517,0.9003831417624522,0.9003831417624522,0.3829787234042553
NP_001354752.1,21,0.9,0.9,1.0,0.047619047619047616
