UniProt_ID,n_residues,n_mutations,rho_D_plddt,rho_De_plddt,rho_Ds_plddt,tau_De_plddt
ENVZ_ECOLI,60,1121,-0.41089191442067247,-0.013448180050013895,0.11686579605445958,-0.01807909604519774
ENV_HV1BR,677,12863,-0.18567201858917998,-0.29540557829823894,-0.2032023010280479,-0.19735732461551128
EPHB2_HUMAN,66,1239,-0.02279701893086482,-0.06162710612079941,0.0922945244444628,-0.05091087820285496
ESTA_BACSU,168,2172,0.023925358827246966,0.006990042149962177,-0.05689613341509137,0.009025895045982443
FECA_ECOLI,72,1219,0.11338987838030552,0.07414077271860306,0.12040037001017126,0.05718766188830745
FKBP3_HUMAN,69,1237,0.17572961881767565,0.06509248693703902,0.03622744922709749,0.04992535377608643
GAL4_YEAST,64,1195,-0.23482411659181096,0.07497796449626411,0.20217722273786515,0.045150088216412386
GDIA_HUMAN,445,1154,-0.039666796864053666,0.06102276162329251,0.0627372360601236,0.04012762054698277
GFP_AEQVI,233,1084,-0.012249368756479624,-0.09563966711961172,0.12391966550926134,-0.0644877667956904
GRB2_HUMAN,55,1034,0.04264069264069265,-0.11067821067821071,0.05000000000000001,-0.06127946127946129
HCP_LAMBD,55,1040,-0.2818593409430558,-0.12489402769036978,-0.04545536536391274,-0.08083530266528151
HECD1_HUMAN,72,1244,-0.11597768251075866,0.21626228057253621,0.1560786585514951,0.16372905937885285
HEM3_HUMAN,342,5689,-0.11579863850287629,-0.14627920374761177,-0.18431766159985521,-0.09283885944831637
HIS7_YEAST,91,168,-0.056475217681750935,-0.08654860958222922,-0.11835026579478479,-0.0639552893430692
HMDH_HUMAN,887,16853,0.08897564086385407,0.037918858397409404,0.10205004523916837,0.025155696675591872
HSP82_YEAST,707,19869,-0.10542030825647486,-0.034717795540090406,-0.026044696543729567,-0.02371939229081569
HXK4_HUMAN,464,16966,-0.1407342244424924,0.0877734558723459,0.019136584259815053,0.058640544331705076
I6TAH8_I68A0,498,9462,0.09069906445515664,-0.0420437934361713,-0.06173408652917294,-0.029180561329260696
IF1_ECOLI,72,1367,-0.3827655814891696,-0.11583949122197856,0.031709533132945826,-0.07799345855304411
ILF3_HUMAN,71,1329,-0.2827176847762411,-0.29951877131593585,-0.2696054595526469,-0.18961354193517657
ISDH_STAAW,55,940,-0.3627541178174491,-0.17472085455891653,0.046322853036062116,-0.12133474352088063
KCNE1_HUMAN,127,4654,0.10417868912530967,-0.08679897473490189,0.03254192603455924,-0.060375000471679686
KCNJ2_MOUSE,391,13880,-0.12052133873122302,-0.02295983431737533,0.08446771087938165,-0.020347655669247698
KKA2_KLEPN,264,4960,-0.12317809464125618,-0.06697297325324435,-0.037116804945510756,-0.04705884888409825
LGK_LIPST,439,7890,-0.12283742017228388,-0.0683991164635013,-0.08598301653379074,-0.04797274110174441
MBD11_ARATH,66,1155,-0.147940172643197,0.058199125346300715,0.06062060975812672,0.0410352074571633
MET_HUMAN,287,5393,-0.1582338448489387,-0.20593730353982342,-0.24827007163229942,-0.1363874896350781
MK01_HUMAN,359,6809,-0.35087123225610534,-0.10904270822194458,-0.2159626848466137,-0.07628181279972707
MLAC_ECOLI,211,4007,-0.028696575572863422,-0.15273435694365367,-0.18483093411409435,-0.10466148454353233
MSH2_HUMAN,934,16749,0.02677155516777694,0.05030679026463904,0.01113399674111114,0.033291173666450416
MTH3_HAEAE,329,1777,-0.1146122333384332,-0.1522915134742425,-0.12461461582518421,-0.10672328342747937
MTHR_HUMAN,656,12464,0.03971204502739742,0.06975647279362594,0.05460186743199121,0.04608994846966871
MYO3_YEAST,61,947,-0.06616072157687643,0.13946108936708485,0.1003516939984996,0.10071168476108595
NCAP_I34A1,498,9462,0.07588159113499136,-0.04096204458167471,-0.03952472872167309,-0.027774074439706302
NKX31_HUMAN,61,1149,-0.24157489078589078,0.03614633052805524,-0.2541348812766196,0.03445448247110398
NPC1_HUMAN,115,700,0.040629845458556024,-0.03441582267770288,-0.02031097731798858,-0.028532194412069094
NRAM_I33A0,50,298,0.0031250022572197624,-0.01552885737049205,0.040576952386053536,-0.01981138274252529
NUD15_HUMAN,163,2844,-0.1771707655338503,0.13456598547734192,0.16562383099755953,0.0928663866946887
NUSA_ECOLI,69,1306,-0.09421329080390407,-0.0364649463728122,0.09931034493116589,-0.026029457951634808
NUSG_MYCTU,55,1019,-0.45076570652546805,-0.16973610637873765,-0.16843738165405445,-0.11182216868697274
OBSCN_HUMAN,65,1213,0.02180944055944056,-0.18382867132867134,0.010183566433566434,-0.12596153846153849
OPSD_HUMAN,109,165,0.0402702289478571,-0.004554784841300601,0.11414763434937977,0.0
OTC_HUMAN,322,1570,-0.03877734738487954,-0.08443747756978216,-0.12200197128738863,-0.05668082945823789
OXDA_RHOTO,364,13165,-0.09989720641386264,-0.04008296889226152,0.03979782164859387,-0.025755245013363452
P53_HUMAN,393,23449,0.17789890660379243,0.016387483252976533,0.25680201745410186,0.012375739923516255
P84126_THETH,80,1519,-0.22468117128043547,-0.05383767840625209,-0.027604557510717106,-0.03519906002709499
PABP_YEAST,75,1187,0.23324656114111098,0.08816626126441458,0.24365922704068368,0.048666189175142045
PAI1_HUMAN,379,5345,-0.018649140830038113,-0.06137239063545106,-0.05775570846712745,-0.04093232660161445
PA_I34A1,674,1820,0.07318073225899854,0.01910646385508888,0.040455387983027016,0.013056472554902564
PHOT_CHLRE,118,2122,-0.28300587875670813,-0.02528820855502074,0.05830093488789661,-0.023363843290556033
PITX2_HUMAN,52,938,-0.1223261203743034,-0.18376670928132702,0.027069724369043056,-0.1203185182390015
PKN1_HUMAN,71,1301,-0.287247422825681,-0.19114613968417615,-0.06670579381205832,-0.12981275141104678
POLG_CXB3N,851,15711,0.18269310292354704,-0.013429900765562563,0.21151521495008072,-0.00872716419700427
POLG_DEN26,900,16897,0.06423686236622535,0.02943276591328548,0.0013380651184603603,0.020218468461590727
POLG_PESV,53,995,-0.1295381700426481,-0.18114379022770555,0.1065575423039897,-0.1343012792646456
PPARG_HUMAN,504,9576,-0.132393094729563,0.22414221204640283,0.11651740002756608,0.14897387462094708
PPM1D_HUMAN,420,7889,-0.0659878127986032,-0.19708393455258644,-0.06082821888960244,-0.13185665407857447
PR40A_HUMAN,63,1163,-0.26219907359399625,-0.007416652667570929,0.16621462693504427,-0.0035860660443453166
PRKN_HUMAN,465,8756,0.052101206111236344,-0.10927995203073777,0.05761753902541983,-0.07262764331962233
PSAE_PICP2,68,1219,0.03859331012699711,0.027141289317799154,-0.03406976190736392,0.01713156532662951
PTEN_HUMAN,403,12343,-0.1222253217905854,-0.1326535841372791,-0.05422723922181335,-0.08975524663328965
Q2N0S5_9HIV1,670,12729,-0.16750859831197215,-0.34272031209720927,-0.20478604031924372,-0.2321148500860851
Q53Z42_HUMAN,180,6688,0.13585179438753286,0.09438208059632062,0.10324625249765283,0.06159148597635331
Q59976_STRSQ,500,2999,-0.0733378931557239,0.05952857340170745,0.10708336632849519,0.04163971660302205
Q6WV12_9MAXI,220,1141,-0.052999114009239824,0.03372532566917208,-0.07298015080305995,0.02520376753307214
Q8WTC7_9CNID,234,1201,-0.22770551701681735,-0.1467793756406674,-0.0007244698720467111,-0.09518055580638032
R1AB_SARS2,303,5725,0.2119449874636612,-0.16230576146942122,-0.034270646574319795,-0.10970334164856001
RAD_ANTMA,54,774,-0.10982350506510608,0.03777684606717116,0.08313955728809314,0.03289016517315889
RASH_HUMAN,165,3134,-0.21861008113429076,-0.022944027102465517,-0.1637057736289206,-0.02122860213457916
RASK_HUMAN,185,6150,-0.24974661911275864,-0.06029967888800497,-0.1818116343501559,-0.03927102383510395
RBP1_HUMAN,52,975,-0.13767342595255497,-0.08478121672613152,-0.0057630736445255576,-0.07245285082317154
RCD1_ARATH,57,988,-0.1206896551724138,-0.04614985740212601,-0.10869847031371534,-0.027568922305764416
RCRO_LAMBD,63,1195,-0.17743639064026018,-0.13984637606468558,-0.0023043687096137686,-0.0928683330909056
RDRP_I33A0,754,12003,0.046680901874301885,-0.02216153678992738,-0.05505224140348101,-0.016525868631687177
REV_HV1H2,113,2147,0.31462571242689036,-0.0449007853583739,0.14706182019340333,-0.03145001985322739
RFAH_ECOLI,55,969,-0.15772290267541786,-0.0907303522938417,-0.146755893889204,-0.0646682421322252
RL20_AQUAE,59,1121,-0.2614959746510569,-0.25892426636213284,-0.3319841609338407,-0.1766599100658911
RL40A_YEAST,75,3828,-0.08361487089110158,0.06155181121908753,0.059503403357856054,0.041103305091947165
RNC_ECOLI,226,4277,-0.0868468655858755,-0.033749870051711345,-0.06069549849769171,-0.022199923880093862
RPC1_BP434,61,1124,-0.28315284642223,-0.16372459813206558,0.011160035601959566,-0.11345625680897578
RPC1_LAMBD,59,702,-0.40354184022192296,-0.28743844886833475,-0.3862125396750622,-0.2057877901423971
RS15_GEOSE,63,1195,-0.09096909696865074,-0.16374437454357132,-0.11686768684442228,-0.10658470993795713
S22A1_HUMAN,547,19897,-0.014343363263996177,0.15297627399750283,0.11903149349900932,0.10430752553829256
SBI_STAAM,56,1025,-0.31582904702230924,-0.3736564193371829,0.054067909575727005,-0.2695680557893023
SC6A4_HUMAN,612,11576,-0.03769600411288098,0.052371550296406534,0.13654714987875596,0.036637605853278535
SCIN_STAAR,70,1212,0.03615048132820524,-0.031758530305272266,0.14894138289723283,-0.02903966893904097
SERC_HUMAN,366,1914,-0.09435747931996649,-0.004980077002828926,-0.022869411410931562,-0.0027014737780386142
SHOC2_HUMAN,578,10972,-0.33428620595166525,0.01602120446378547,0.03452436867814607,0.011975730342003714
SOX30_HUMAN,57,1010,-0.096515961807293,-0.11440609307580397,0.05010533141506882,-0.0815047182132106
SPA_STAAU,55,1035,0.06414372817046197,-0.2863739675011964,0.18121144353218815,-0.20687336233239595
SPG1_STRSG,55,1121,0.030230880230880237,-0.059235209235209245,-0.13340548340548344,-0.03703703703703704
SPG2_STRSG,56,1029,-0.023583293513298655,-0.26980654926663705,-0.3188871427232992,-0.209944851165662
SPIKE_SARS2,201,7600,0.08862228373055991,-0.038555618073422324,0.008378925450884598,-0.02826433177008979
SPTN1_CHICK,60,1051,0.15566299901775119,-0.042569745536450335,0.07155162843104412,-0.032805450854214026
SRBS1_HUMAN,67,1211,-0.3079379018296184,-0.022608452745785233,0.03234625057450826,-0.014938892496823281
SRC_HUMAN,247,10375,-6.370746804959109e-06,-0.07814397848130374,-0.08747911340894539,-0.050352373922991446
SUMO1_HUMAN,96,1700,-0.21112460068717215,-0.06744484159705859,0.159001349714385,-0.050888353933118524
SYUA_HUMAN,139,2497,-0.11730718960353063,-0.0699723176139603,0.014460081729278724,-0.04620359007979137
TADBP_HUMAN,84,1196,0.45326880456682633,0.10099527174665147,0.017353974513660213,0.06860917512512028
TAT_HV1BR,83,1577,0.292761000219942,0.11226615591872093,0.16091097527772544,0.05879759501587776
TNKS2_HUMAN,59,1118,0.056109999031071674,0.15555912752208045,0.20065169445173858,0.10880378566972103
TPK1_HUMAN,241,3181,-0.09873472521377438,-0.09500678348874254,-0.09191545554725168,-0.06610016226589994
TPMT_HUMAN,241,3648,-0.013019074014863456,-0.0021849204917111405,0.048309590868034206,0.0
TRPC_SACS2,80,1519,-0.11737260112266762,0.11067865832991462,0.09574331136324675,0.0775595728049671
TRPC_THEMA,80,1519,-0.05410505718680701,-0.03339369755745519,0.0463104594768359,-0.015528458192340057
UBC9_HUMAN,158,2563,-0.016224752005627747,-0.05384061868084122,-0.08107051424096602,-0.03611253124192244
UBE4B_HUMAN,69,1118,-0.13066116175058598,-0.09978625076645703,-0.011473043844989931,-0.07341021809338208
UBE4B_MOUSE,102,899,0.024749857930938125,-0.09453235661170291,-0.14428087159374395,-0.06835615398264291
UBR5_HUMAN,58,1094,-0.10618761248314464,-0.15300613687461223,0.04278880908576309,-0.0980332873921505
VILI_CHICK,65,1202,-0.1358858366984593,0.14681264891287385,-0.052383137755903336,0.09620010732859562
VKOR1_HUMAN,162,3392,-0.09529064996104099,-0.06397213497584482,0.021044133970720573,-0.04233615907864486
VRPI_BPT7,56,1047,-0.22725020109499305,-0.13565288737344375,0.09973170202965706,-0.08644787989174316
YAIA_ECOLI,52,928,0.05874316961303106,-0.39980362167589817,-0.13810621635040368,-0.2703930577409069
