DMS_id,UniProt_ID,rho_D_plddt,rho_Dsd_plddt,rho_De_plddt,D_lo_q,D_hi_q
ENV_HV1B9_DuenasDecamp_2016,ENV_HV1B9,0.0,0.0,-0.39999999999999997,0.5593612225307716,0.6258447788973938
ENV_HV1BR_Haddox_2016,ENV_HV1BR,-1.0,-1.0,-1.0,0.6405429966556273,0.7033849411635299
EPHB2_HUMAN_Tsuboyama_2023_1F0M,EPHB2_HUMAN,-0.39999999999999997,0.0,0.39999999999999997,0.48772396636377796,0.5659769072783433
ERBB2_HUMAN_Elazar_2016,ERBB2_HUMAN,0.6000000000000001,0.19999999999999998,-0.7999999999999999,0.5536049235288224,0.6170273347535251
ESTA_BACSU_Nutschel_2020,ESTA_BACSU,-0.19999999999999998,-0.19999999999999998,0.39999999999999997,0.5973731296693233,0.6108983908092742
FECA_ECOLI_Tsuboyama_2023_2D1U,FECA_ECOLI,0.7999999999999999,-0.19999999999999998,0.0,0.5236040860591483,0.540985313248022
FKBP3_HUMAN_Tsuboyama_2023_2KFV,FKBP3_HUMAN,1.0,0.19999999999999998,0.39999999999999997,0.6621979691985393,0.6977944100726502
GAL4_YEAST_Kitzman_2015,GAL4_YEAST,-0.39999999999999997,0.7999999999999999,0.39999999999999997,0.5210448269780741,0.6193834240814977
GDIA_HUMAN_Silverstein_2021,GDIA_HUMAN,-0.39999999999999997,0.7999999999999999,0.39999999999999997,0.5470775365389666,0.5841014028030426
GFP_AEQVI_Sarkisyan_2016,GFP_AEQVI,-1.0,0.7999999999999999,-0.7999999999999999,0.6969835681415272,0.732350442517609
GLPA_HUMAN_Elazar_2016,GLPA_HUMAN,-0.7999999999999999,-0.19999999999999998,-0.39999999999999997,0.6039131127769266,0.6685701782240487
GRB2_HUMAN_Faure_2021,GRB2_HUMAN,0.19999999999999998,0.19999999999999998,-0.39999999999999997,0.4771913481926884,0.5155355232248688
HCP_LAMBD_Tsuboyama_2023_2L6Q,HCP_LAMBD,-0.39999999999999997,-0.7999999999999999,-0.7999999999999999,0.5662638622758781,0.7092182950595656
HECD1_HUMAN_Tsuboyama_2023_3DKM,HECD1_HUMAN,-0.19999999999999998,0.7999999999999999,0.7999999999999999,0.5712881794955315,0.7207817206258887
HEM3_HUMAN_Loggerenberg_2023,HEM3_HUMAN,-0.7999999999999999,-0.7999999999999999,-0.39999999999999997,0.5576147729242372,0.6101133289485788
HIS7_YEAST_Pokusaeva_2019,HIS7_YEAST,-0.19999999999999998,-0.39999999999999997,-0.7999999999999999,0.5837107496734959,0.6743973177386988
HMDH_HUMAN_Jiang_2019,HMDH_HUMAN,0.39999999999999997,0.7999999999999999,0.6000000000000001,0.5771943821915806,0.6220742827577319
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,HSP82_YEAST,-0.19999999999999998,-0.39999999999999997,-0.39999999999999997,0.5532626544808864,0.6057106595527069
HSP82_YEAST_Flynn_2019,HSP82_YEAST,-0.7999999999999999,-0.6000000000000001,-0.6000000000000001,0.5352872661586854,0.5768077345859957
HSP82_YEAST_Mishra_2016,HSP82_YEAST,-0.7999999999999999,0.0,-0.6000000000000001,0.4967955245033707,0.5716454488826651
HXK4_HUMAN_Gersing_2022_activity,HXK4_HUMAN,-1.0,0.0,0.7999999999999999,0.5526948957712959,0.5852775883809551
HXK4_HUMAN_Gersing_2023_abundance,HXK4_HUMAN,-0.39999999999999997,0.39999999999999997,0.7999999999999999,0.5208326616868677,0.5610098631008029
I6TAH8_I68A0_Doud_2015,I6TAH8_I68A0,0.7999999999999999,-0.39999999999999997,-0.7999999999999999,0.7377905731813864,0.7716839369203308
IF1_ECOLI_Kelsic_2016,IF1_ECOLI,-1.0,0.7999999999999999,-0.39999999999999997,0.503238372175217,0.6062317664756885
ILF3_HUMAN_Tsuboyama_2023_2L33,ILF3_HUMAN,-1.0,-0.7999999999999999,-1.0,0.5836948066792933,0.6992646778206775
ISDH_STAAW_Tsuboyama_2023_2LHR,ISDH_STAAW,-1.0,-0.19999999999999998,-1.0,0.5713553776362504,0.7530425677804384
KCNE1_HUMAN_Muhammad_2023_expression,KCNE1_HUMAN,0.39999999999999997,0.39999999999999997,-0.19999999999999998,0.6045645510045621,0.6753452846612793
KCNE1_HUMAN_Muhammad_2023_function,KCNE1_HUMAN,0.39999999999999997,-0.19999999999999998,-0.7999999999999999,0.6086245206720163,0.6720519360300421
KCNH2_HUMAN_Kozek_2020,KCNH2_HUMAN,0.7999999999999999,0.7999999999999999,1.0,0.6204087416574822,0.7554271264039158
KCNJ2_MOUSE_Coyote-Maestas_2022_function,KCNJ2_MOUSE,-0.39999999999999997,0.19999999999999998,-0.39999999999999997,0.5453100847383985,0.5876380164404652
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,KCNJ2_MOUSE,-0.7999999999999999,0.19999999999999998,-0.39999999999999997,0.5475328997409158,0.5882621586829258
KKA2_KLEPN_Melnikov_2014,KKA2_KLEPN,-0.39999999999999997,0.39999999999999997,-0.6000000000000001,0.5056129148807784,0.5576782044886767
LGK_LIPST_Klesmith_2015,LGK_LIPST,-0.39999999999999997,-0.7999999999999999,-0.7999999999999999,0.540635827595142,0.5853470046638751
LYAM1_HUMAN_Elazar_2016,LYAM1_HUMAN,-1.0,-0.39999999999999997,-0.39999999999999997,0.5870556489999585,0.6217074851548985
MAFG_MOUSE_Tsuboyama_2023_1K1V,MAFG_MOUSE,-0.7999999999999999,-0.39999999999999997,-0.6000000000000001,0.5784533466324879,0.7038488283839864
MBD11_ARATH_Tsuboyama_2023_6ACV,MBD11_ARATH,-0.6000000000000001,0.39999999999999997,-0.6000000000000001,0.5898700749628398,0.6645674487170352
MET_HUMAN_Estevam_2023,MET_HUMAN,-1.0,-1.0,-0.7999999999999999,0.4773113868468042,0.52679442330658
MK01_HUMAN_Brenan_2016,MK01_HUMAN,-1.0,-0.7999999999999999,-0.7999999999999999,0.49183844759911,0.611136913783629
MLAC_ECOLI_MacRae_2023,MLAC_ECOLI,0.19999999999999998,-0.7999999999999999,-0.7999999999999999,0.5736855239756052,0.593066599587108
MSH2_HUMAN_Jia_2020,MSH2_HUMAN,1.0,0.7999999999999999,0.39999999999999997,0.5859917178547975,0.5943059819900902
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,-0.7999999999999999,-1.0,-1.0,0.5104299010974527,0.5490608266637247
MTHR_HUMAN_Weile_2021,MTHR_HUMAN,0.39999999999999997,0.19999999999999998,1.0,0.5776411826791165,0.6185166891157253
MYO3_YEAST_Tsuboyama_2023_2BTT,MYO3_YEAST,-0.39999999999999997,1.0,1.0,0.5663036414524382,0.6359957406185601
NCAP_I34A1_Doud_2015,NCAP_I34A1,0.7999999999999999,-0.39999999999999997,0.0,0.7296802656614729,0.7729939295913285
NKX31_HUMAN_Tsuboyama_2023_2L9R,NKX31_HUMAN,-0.19999999999999998,-0.7999999999999999,-0.7999999999999999,0.4858551703281191,0.6746987718535381
NPC1_HUMAN_Erwood_2022_HEK293T,NPC1_HUMAN,0.7999999999999999,0.0,0.19999999999999998,0.6134488499582398,0.6416280542908878
NRAM_I33A0_Jiang_2016,NRAM_I33A0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.6693643894755208,0.753353295612524
NUD15_HUMAN_Suiter_2020,NUD15_HUMAN,-0.39999999999999997,0.39999999999999997,0.7999999999999999,0.5887940420351381,0.6484475198477482
NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSA_ECOLI,-0.39999999999999997,0.7999999999999999,-0.39999999999999997,0.530230324735574,0.6113172523523934
NUSG_MYCTU_Tsuboyama_2023_2MI6,NUSG_MYCTU,-1.0,-0.7999999999999999,-0.7999999999999999,0.46988336393841657,0.6002731320210278
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,-0.19999999999999998,0.0,-0.7999999999999999,0.561687128330365,0.6455071785003622
ODP2_GEOSE_Tsuboyama_2023_1W4G,ODP2_GEOSE,-1.0,0.39999999999999997,-0.39999999999999997,0.5107802384206873,0.6693267267792269
OPSD_HUMAN_Wan_2019,OPSD_HUMAN,-0.39999999999999997,0.39999999999999997,-0.39999999999999997,0.5903286408069885,0.6558453638935483
OTC_HUMAN_Lo_2023,OTC_HUMAN,-0.39999999999999997,-0.39999999999999997,-0.7999999999999999,0.5461747819300493,0.5754940462968079
OTU7A_HUMAN_Tsuboyama_2023_2L2D,OTU7A_HUMAN,-0.7999999999999999,0.0,-0.7999999999999999,0.5973831261753352,0.8098960690853726
OXDA_RHOTO_Vanella_2023_activity,OXDA_RHOTO,-0.7999999999999999,-0.39999999999999997,-1.0,0.548627494350157,0.5850876861927575
OXDA_RHOTO_Vanella_2023_expression,OXDA_RHOTO,-0.7999999999999999,0.7999999999999999,-0.19999999999999998,0.5532332407039018,0.588631549267634
P53_HUMAN_Giacomelli_2018_Null_Etoposide,P53_HUMAN,0.7999999999999999,1.0,0.39999999999999997,0.5845481150590358,0.6582049316201681
P53_HUMAN_Giacomelli_2018_Null_Nutlin,P53_HUMAN,0.7999999999999999,1.0,0.39999999999999997,0.588602749600841,0.6587703176791714
P53_HUMAN_Giacomelli_2018_WT_Nutlin,P53_HUMAN,0.7999999999999999,1.0,0.0,0.5854329908617755,0.6581389322724861
P53_HUMAN_Kotler_2018,P53_HUMAN,0.7999999999999999,-0.19999999999999998,0.39999999999999997,0.583008885883722,0.6547676031430105
P84126_THETH_Chan_2017,P84126_THETH,-0.6000000000000001,-0.7999999999999999,-0.7999999999999999,0.5144746900011293,0.5853038249380804
PABP_YEAST_Melamed_2013,PABP_YEAST,0.7999999999999999,1.0,0.7999999999999999,0.4491089416391085,0.5129215840519187
PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,-1.0,-0.7999999999999999,-0.39999999999999997,0.5346287038404541,0.545948948985382
PA_I34A1_Wu_2015,PA_I34A1,0.7999999999999999,0.39999999999999997,-0.19999999999999998,0.7378938688493434,0.7467517091022304
PHOT_CHLRE_Chen_2023,PHOT_CHLRE,-0.7999999999999999,0.39999999999999997,-0.6000000000000001,0.4838647111778638,0.6217255270359211
PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,-0.7999999999999999,-0.39999999999999997,-0.19999999999999998,0.49721410892977336,0.650060325672374
PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,-0.39999999999999997,0.39999999999999997,-0.7999999999999999,0.5032432829192081,0.5701804556522159
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,-1.0,-0.19999999999999998,-0.7999999999999999,0.5631617441616324,0.7630977043557333
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,1.0,1.0,-0.39999999999999997,0.6682806550771466,0.7259388957515369
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,1.0,-0.39999999999999997,0.19999999999999998,0.7144503540633512,0.7365859231539765
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,-0.7999999999999999,0.19999999999999998,-0.39999999999999997,0.6844871349592987,0.7318701851801157
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,-0.7999999999999999,0.39999999999999997,1.0,0.5664770658041212,0.6138430626118756
PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,-0.19999999999999998,-0.39999999999999997,-0.7999999999999999,0.5700294651985849,0.5868993178461627
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,-0.7999999999999999,0.39999999999999997,0.39999999999999997,0.5833007160808352,0.6953990062113476
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,0.39999999999999997,0.7999999999999999,-0.7999999999999999,0.5656460374798467,0.5982403961247312
PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,0.7999999999999999,-0.19999999999999998,0.6000000000000001,0.6061790725229869,0.6336587624849357
PTEN_HUMAN_Matreyek_2021,PTEN_HUMAN,-0.19999999999999998,0.0,-0.7999999999999999,0.5693938073652512,0.6531654597592977
PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,-0.19999999999999998,-0.39999999999999997,-0.7999999999999999,0.5668142652256655,0.6351201977053006
Q2N0S5_9HIV1_Haddox_2018,Q2N0S5_9HIV1,-1.0,-1.0,-1.0,0.6642769528041526,0.7250274134054403
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42_HUMAN,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.5778833234615459,0.6266591845466973
Q53Z42_HUMAN_McShan_2019_expression,Q53Z42_HUMAN,1.0,0.39999999999999997,1.0,0.5794706734840636,0.6234466886292943
Q59976_STRSQ_Romero_2015,Q59976_STRSQ,-0.19999999999999998,0.39999999999999997,0.39999999999999997,0.49422884490306174,0.5455444090494264
Q6WV12_9MAXI_Somermeyer_2022,Q6WV12_9MAXI,-0.39999999999999997,-0.7999999999999999,0.7999999999999999,0.721821858753832,0.7666469433217284
Q837P4_ENTFA_Meier_2023,Q837P4_ENTFA,0.39999999999999997,0.7999999999999999,1.0,0.558267997804634,0.6306499174476612
Q837P5_ENTFA_Meier_2023,Q837P5_ENTFA,-0.39999999999999997,-0.39999999999999997,-0.7999999999999999,0.5335418667435126,0.5837669422024128
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,-1.0,0.0,-0.39999999999999997,0.6908711106630203,0.7868024016921346
R1AB_SARS2_Flynn_2022,R1AB_SARS2,0.39999999999999997,-0.7999999999999999,-1.0,0.721877035270726,0.7946593154420724
RAD_ANTMA_Tsuboyama_2023_2CJJ,RAD_ANTMA,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.5234137259717833,0.741473251154722
RAF1_HUMAN_Zinkus-Boltz_2019,RAF1_HUMAN,0.39999999999999997,-0.39999999999999997,-0.7999999999999999,0.5524380223992778,0.5828375032958151
RASH_HUMAN_Bandaru_2017,RASH_HUMAN,-0.7999999999999999,-0.19999999999999998,-0.19999999999999998,0.5311370815263001,0.5861516088238139
RASK_HUMAN_Weng_2022_abundance,RASK_HUMAN,-0.7999999999999999,-0.19999999999999998,-0.39999999999999997,0.5322819152827154,0.5885421209447859
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,-1.0,-0.39999999999999997,-0.39999999999999997,0.5331336870495776,0.5817142573314619
RBP1_HUMAN_Tsuboyama_2023_2KWH,RBP1_HUMAN,-0.7999999999999999,-0.19999999999999998,-1.0,0.581995177479181,0.7054179749821599
RCD1_ARATH_Tsuboyama_2023_5OAO,RCD1_ARATH,-0.39999999999999997,-0.6000000000000001,-0.7999999999999999,0.5540868731476566,0.6663491348862499
RCRO_LAMBD_Tsuboyama_2023_1ORC,RCRO_LAMBD,-0.19999999999999998,0.39999999999999997,-0.19999999999999998,0.5541779344717036,0.6879877567923071
RD23A_HUMAN_Tsuboyama_2023_1IFY,RD23A_HUMAN,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,0.5099023806058544,0.7171592768203223
RDRP_I33A0_Li_2023,RDRP_I33A0,0.7999999999999999,-0.6000000000000001,-0.39999999999999997,0.7353457670529467,0.7492142597529644
REV_HV1H2_Fernandes_2016,REV_HV1H2,0.6000000000000001,0.6000000000000001,-0.19999999999999998,0.5884891481821749,0.6533440728661244
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,-0.7999999999999999,-0.6000000000000001,-0.6000000000000001,0.5596909329157957,0.6253832876788149
RL20_AQUAE_Tsuboyama_2023_1GYZ,RL20_AQUAE,-0.39999999999999997,-0.7999999999999999,-0.7999999999999999,0.5261153080056391,0.6987313824955357
RL40A_YEAST_Mavor_2016,RL40A_YEAST,0.39999999999999997,0.7999999999999999,0.7999999999999999,0.5944107430309942,0.6370249193753438
RL40A_YEAST_Roscoe_2013,RL40A_YEAST,0.39999999999999997,0.39999999999999997,0.0,0.5911288272585702,0.6420896061940278
RL40A_YEAST_Roscoe_2014,RL40A_YEAST,0.39999999999999997,-0.39999999999999997,0.0,0.5838894803153836,0.6313916515223326
RNC_ECOLI_Weeks_2023,RNC_ECOLI,-0.19999999999999998,-0.39999999999999997,-0.19999999999999998,0.4999760348429514,0.5901515110306297
RPC1_BP434_Tsuboyama_2023_1R69,RPC1_BP434,-0.7999999999999999,-0.39999999999999997,-0.7999999999999999,0.453351720236759,0.6210421366114349
RPC1_LAMBD_Li_2019_high-expression,RPC1_LAMBD,-1.0,-0.39999999999999997,-1.0,0.49012601255935784,0.5676810189225237
RPC1_LAMBD_Li_2019_low-expression,RPC1_LAMBD,-1.0,-0.7999999999999999,-0.7999999999999999,0.5025589840732421,0.5739007843819159
RS15_GEOSE_Tsuboyama_2023_1A32,RS15_GEOSE,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.503162095284257,0.5353182306958637
S22A1_HUMAN_Yee_2023_abundance,S22A1_HUMAN,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.5801319076013645,0.5827465238459173
S22A1_HUMAN_Yee_2023_activity,S22A1_HUMAN,0.6000000000000001,0.7999999999999999,1.0,0.5751571664229772,0.5868885559175532
SAV1_MOUSE_Tsuboyama_2023_2YSB,SAV1_MOUSE,-0.19999999999999998,-0.19999999999999998,-0.7999999999999999,0.5359680191868224,0.7480535571048841
SBI_STAAM_Tsuboyama_2023_2JVG,SBI_STAAM,-0.7999999999999999,0.19999999999999998,-0.7999999999999999,0.5688845733898742,0.6977956108921816
SC6A4_HUMAN_Young_2021,SC6A4_HUMAN,-0.7999999999999999,0.7999999999999999,0.39999999999999997,0.5151687737058708,0.5301031728094566
SCIN_STAAR_Tsuboyama_2023_2QFF,SCIN_STAAR,-0.19999999999999998,0.7999999999999999,0.0,0.6114939209595415,0.6848238392657454
SCN5A_HUMAN_Glazer_2019,SCN5A_HUMAN,1.0,1.0,0.7999999999999999,0.6145457278398239,0.7425769889278501
SDA_BACSU_Tsuboyama_2023_1PV0,SDA_BACSU,-0.19999999999999998,-0.7999999999999999,-0.39999999999999997,0.48146871869862323,0.5892706906607772
SERC_HUMAN_Xie_2023,SERC_HUMAN,-0.39999999999999997,-0.19999999999999998,0.39999999999999997,0.5252962321751945,0.5621842169831284
SHOC2_HUMAN_Kwon_2022,SHOC2_HUMAN,-0.39999999999999997,0.39999999999999997,-0.19999999999999998,0.49002538685009556,0.6272987311271438
SOX30_HUMAN_Tsuboyama_2023_7JJK,SOX30_HUMAN,-0.7999999999999999,0.39999999999999997,-1.0,0.5279721137755338,0.5745374302352609
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,0.39999999999999997,0.39999999999999997,-0.7999999999999999,0.626140281100093,0.673241013719766
SPG1_STRSG_Olson_2014,SPG1_STRSG,0.19999999999999998,-0.6000000000000001,0.39999999999999997,0.6293988000084904,0.680194025753152
SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2_STRSG,-0.6000000000000001,-1.0,-1.0,0.6354385690509285,0.7252821079947789
SPIKE_SARS2_Starr_2020_binding,SPIKE_SARS2,0.7999999999999999,-0.19999999999999998,-0.39999999999999997,0.7134378077173311,0.7441518883528633
SPIKE_SARS2_Starr_2020_expression,SPIKE_SARS2,0.39999999999999997,-0.19999999999999998,0.0,0.7157484334114038,0.7478226038020971
