UniProt_ID,D_evo_struct_helix,D_evo_struct_sheet,D_evo_struct_loop,D_evo_struct_core,D_evo_struct_surface,rho_D_evo_struct_contact,D_seq_struct_helix,D_seq_struct_sheet,D_seq_struct_loop,D_seq_struct_core,D_seq_struct_surface,rho_D_seq_struct_contact,D_std_helix,D_std_sheet,D_std_loop,D_std_core,D_std_surface,rho_D_std_contact
AICDA_HUMAN,0.7838870705770489,,0.517855656187864,0.7838870705770489,0.45649636634238244,0.24866808276291583,0.8578420013671284,,0.4512202955265081,0.8578420013671284,0.41826047941477373,0.3002619643621224,0.780187561082618,,0.6445347689664553,0.780187561082618,0.6283651763885202,0.2682071931845923
AMFR_HUMAN,0.4539329566915672,,0.4920731742283732,0.5065451175577176,0.4385298937730043,0.05791672840499833,0.4134928413260585,,0.40356169136125164,0.41709889145914514,0.38609675506105895,0.07945902140218532,0.5850917251193711,,0.5570605580563389,0.5753079206965241,0.5962733903525677,-0.06854956341160977
AMIE_PSEAE,0.5704832479976931,0.5065887338758637,0.5346432019124905,0.5210569859475719,0.5422159462363112,-0.010162520045164042,0.5152619864888133,0.43824562640530224,0.5035427137824577,0.47395402692406774,0.47630570054390486,0.01706431300938769,0.6171515179467324,0.5870730326655247,0.6385810150554532,0.6093667622422769,0.6190889629332372,-0.023498101376994682
ANCSZ,0.42718605553894123,0.4414927300135376,0.46590789245484726,0.42201167048828164,0.4545947156339375,-0.0425004875779102,0.42634865542039474,0.4648649255002383,0.4828416555354077,0.4451537133516493,0.46075168758035345,-0.04874994049826545,0.542957368851855,0.5400568421898657,0.5389974696115819,0.5462995367230353,0.5320924257714819,0.05872999715100186
ARGR_ECOLI,0.5626300549767678,0.5243671978856241,0.5174281446475367,0.4984131181051307,0.5633623276093365,-0.00758693449389299,0.45505471058040603,0.5395336883111549,0.4222408397618031,0.5332033544653015,0.3612430864149795,0.15170436094224587,0.5641504518028613,0.5846029593987326,0.5483413629008266,0.5845019795280681,0.545639508983667,0.09442627930489836
B2L11_HUMAN,0.6186707906130448,,,0.6186707906130448,,,0.44371614163569034,,,0.44371614163569034,,,0.7234574249011552,,,0.7234574249011552,,
BBC1_YEAST,0.4965733292712362,0.5049375596440404,0.4834585200477811,0.47696208612851243,0.4848040243518169,0.07423565439040872,0.4809216464742087,0.4321611755392018,0.44555339643072855,0.40429780108124697,0.45799729305328996,0.05321572711309919,0.46203828938302,0.5552531785358557,0.5114462570435191,0.5403422755940326,0.5557243378081711,-0.028399157981110125
BCHB_CHLTE,0.49803449880141565,0.855649306276818,0.9056512350705221,0.7369140561989742,0.6928972817344219,0.0093133281945164,0.4681908365611091,0.7369655613420443,0.6615023419273058,0.6651196416115421,0.5522394039094315,0.061659143233210575,0.5856776661172146,0.5943961499767801,0.7024204307756154,0.6465827884235389,0.6442246510481842,-0.027131083988792506
BLAT_ECOLX,0.454575886344449,0.5263042712882142,0.4367062122997391,0.5289175165186155,0.38786865572534673,0.13550485833789513,0.4493778081182195,0.5293362513972776,0.4177881725445174,0.5055665788550081,0.3962912466301135,0.11434215400986979,0.5763523763606471,0.6098899006758643,0.5749888788684437,0.6066588333016084,0.5515890137010708,0.14829855230195874
BRCA1_HUMAN,0.5805453379016074,0.4614060214623413,0.4767570336609191,0.511699449438666,0.5485632252707099,-0.01193799333960725,0.48147376696679656,0.45802546188577037,0.4068576826401734,0.4449281961374297,0.2843616891822488,0.033286653453449055,0.6591493780143243,0.6562946959216842,0.6358459605339273,0.6441951440402159,0.6645118612888493,0.11321468312470608
BRCA2_HUMAN,0.8573169709593152,0.4970527353541542,0.7514061422429344,0.8170489400110541,,0.08344949480225601,0.7650217022851173,0.37864856231483335,0.7030453877159297,0.7077947516285459,,0.05234469210802054,0.7646483097896732,0.6822221431195831,0.7383191469665,0.7758692999260489,,0.31213005904456637
C6KNH7_9INFA,0.6416538249436867,0.59384061394071,0.6157419420239657,0.5976137920497118,0.6403478864797802,-0.04047278354916928,0.5688744720348263,0.5421726832918561,0.5425514919793449,0.5709722762254316,0.5411120991282488,0.02047835761580647,0.7178469447125361,0.722658702116053,0.6941697808365144,0.7394793111762513,0.7039480963277964,0.07787158526029961
CALM1_HUMAN,0.4194651431587565,0.4145249935370379,0.45367582987260685,0.40762851591603133,0.3861062066363078,0.009594751262822648,0.4615336290034221,0.4428568294960234,0.5326507896151745,0.43916817387652474,0.4718843658801909,-0.013567283162156078,0.5534440407104223,0.5334470713438927,0.5529512646460231,0.5547054001461487,0.5487658447785808,0.05437944918291405
CAPSD_AAV2S,0.7875386336271374,0.6236076534731589,0.42685250326703644,0.3709121096026073,0.3691840815057535,-0.07798465087390331,0.5603444569756666,0.592533724249938,0.5734915532196236,0.5702874090156428,0.5230738058620872,0.05091019970681009,0.8708226718663353,0.7677043645601198,0.7447765639664562,0.7423199216110083,0.7309554343749445,0.027199281748380152
CAR11_HUMAN,0.5276023358198508,,0.6448098064574238,0.5015209406780279,0.632351235073322,-0.09603904951255607,0.46409618802118036,,0.5065831210858338,0.472393200865603,0.526108521859854,-0.04091448136318037,0.6407319529602258,,0.6251251468078669,0.6505572474742162,0.6153648467392538,0.0864833861061847
CAS9_STRP1,0.5347480844156818,0.537188027386388,0.5587788869060254,0.5644211110641822,0.5550494897856133,0.027743608652277176,0.4505045938930556,0.4476400985855988,0.44033655550577366,0.4739551996420948,0.43291950402677815,0.056637162449518164,0.6598310409239723,0.7261463051935763,0.6854629411748548,0.7116976670478521,0.6618509532452194,0.12913648196435318
CASP3_HUMAN,0.38701772353116987,0.41277050831182993,0.4762514428660043,0.42202727607935947,0.4510788786082697,-0.03894262602521528,0.4201269688873993,0.42387735675661287,0.47674600308442266,0.42215991119392726,0.47533216127979555,-0.05210058213090935,0.537992878544794,0.537526767592915,0.5450708867075925,0.552744491501158,0.5368074589517935,-0.0055037416548068645
CASP7_HUMAN,0.42970177228386497,0.465127781417083,0.4619485272810736,0.44805188523189937,0.4628131722356581,0.020281977140660924,0.4534054154760957,0.44464401540439313,0.46236585875693026,0.4537490192149503,0.4518840791048879,0.030982260608460398,0.5080517247139654,0.5318892410801246,0.5340786535991533,0.5577983395727895,0.5233108886457287,0.08653666761827461
CATR_CHLRE,0.4844067448381127,0.5255059356592513,0.4687980519439401,0.5203869528850449,0.4559944003614744,0.07951148575910963,0.47155511164252084,0.39806335094296896,0.45957215023156783,0.4368590900176792,0.4459344512657306,0.00745187255273498,0.5357079250650765,0.5034979295688329,0.5348678572418941,0.5332852046607901,0.5456977072266624,-0.10929611465836182
CBPA2_HUMAN,0.4666408616817904,0.48704681047161935,0.7971285605867497,0.6355090171679123,0.5340082624488576,0.07241069721226125,0.4254154052696102,0.33335666639762274,0.6799922499903202,0.4781455924399022,0.4940454816034797,0.05614729757860719,0.5624910330235524,0.625562282567811,0.6346001275360547,0.6425890303296794,0.5930111866415725,0.0656702119352726
CBS_HUMAN,0.49339985770261563,0.498664808730808,0.48228925663105393,0.5110961279536326,0.4600080612469398,0.04258955983004894,0.4631335347292733,0.45495637634660974,0.44105783060985126,0.4647399747195903,0.4078830799598601,0.05190999725955858,0.5369870112031806,0.5285337213501136,0.5457012841692874,0.5533966716184279,0.5325525570820895,0.05030966681037634
CBX4_HUMAN,0.4265820703021619,0.592116768607525,0.5100577109777814,0.5062830577344564,0.4579869593910033,0.06313047074514688,0.4150166621006157,0.5411926977479025,0.47862138652394404,0.572961265592075,0.4826324247258068,0.07115627872307433,0.5542395418518644,0.5622136695551756,0.627520854925703,0.5621815967083583,0.5934203323284994,-0.018941199448722756
CCDB_ECOLI,0.4961768976755877,0.531530283211686,0.5653606523841916,0.5477889087085144,0.523475739803273,-0.04603841183695172,0.480925295943439,0.4994492368053664,0.5342298344167287,0.48461833205406324,0.5349865713109432,-0.07568171159093162,0.584246720939642,0.6154474617255912,0.6103435588525901,0.6259536730739663,0.5916905235411017,0.03818046591551433
CCR5_HUMAN,0.5480772144672015,0.5294315953157378,0.5185827381786945,0.6083720259168397,0.5189463172305417,0.08242934227204998,0.5231954204630895,0.5906443835698483,0.4992328035342566,0.5715652709171234,0.49894019072742085,0.08983001378682796,0.5179790382458433,0.48691359274389984,0.5727130198663563,0.5379825925494421,0.5696405992544126,-0.04914561845115516
CD19_HUMAN,0.670612888967461,0.528267807292936,0.5189153493574866,0.5237273801700401,0.5469452111767872,-0.007888824376183153,0.5380172816792825,0.5588102051909891,0.4658762340919741,0.5290769108726021,0.43395989949675845,0.08328093754182907,0.6668955615493619,0.6704477066990095,0.6185089991347695,0.6637549644897502,0.5890290630243912,0.21227848818615103
CP2C9_HUMAN,0.48299987760814844,0.4931973019623913,0.45722186268396137,0.5077633538323019,0.4468569521088591,0.058206390754875874,0.4754236490458229,0.4496765714844597,0.4444410252247964,0.4960807787918021,0.43585706387333595,0.05700727112744277,0.5227444650567221,0.5164552490806822,0.5153319238184442,0.5302693082113462,0.5087336668791063,0.056553878291000344
CSN4_MOUSE,0.46648039022228255,0.6762838576155311,0.4673383764542857,0.5233492829916583,0.4591609773689366,0.08292254020459612,0.487516567047759,0.6318727119258634,0.41200280360993835,0.5341342581439985,0.5723725799054191,0.03599326422212144,0.5542134262559352,0.6044983466712085,0.6296265642587139,0.5666190048241488,0.6784164189402462,-0.1858918159293333
CUE1_YEAST,0.4554622163384868,,0.6067054965015024,0.4479874092627963,0.5216792827109854,-0.10061595966778644,0.4922355169899857,,0.5010720762641491,0.4930937602975597,0.46739895240934975,0.03435478627176231,0.584887543211419,,0.5999885398278921,0.5842922028773923,0.5696976856757396,-0.04577891182673263
D7PM05_CLYGR,0.5749524797538053,0.48355208418674767,0.4310365009932132,0.516322578619314,0.4230133009293052,0.08646662748070606,0.5602143807284987,0.5424383167950404,0.5546538792802144,0.5981563387520289,0.5553210875311917,0.052611510746638605,0.7972575720860324,0.7122538740032909,0.7000224334485263,0.7527264632075397,0.7172425216953395,0.0687402303656067
DLG4_HUMAN,0.4968519041632721,0.45010774784823115,0.5484371419837296,0.4501681785956738,0.528193278149979,-0.11122585181041854,0.5169719356577704,0.43708974752822993,0.5346716386960917,0.4380158753830721,0.4904351583000885,-0.10088859787437411,0.5860241535587767,0.5787830195648379,0.5842132752714373,0.5926705093684804,0.5415345118185428,0.0927386551248154
DLG4_RAT,0.501652295067534,0.490024231818905,0.5626161189392939,0.49072532454509865,0.5351495785666737,-0.08320720338999098,0.5623767551822698,0.49706368163855486,0.5157549563706241,0.456354480451545,0.5499274257777833,-0.10046159374080584,0.5762456727353883,0.5693975559217438,0.5702548184984424,0.5789455633653616,0.5302398918944546,0.08116534768914396
DN7A_SACS2,0.39966421540537067,0.50480109288332,0.480032930345125,0.5544726727623274,0.5395085143220946,0.042127964940292584,0.4734986853637762,0.5767939007410745,0.5474790423389129,0.6268848370069879,0.5587442290873414,0.04297850219893489,0.6696986278616376,0.6576826577070077,0.6945726202891553,0.6569112518032023,0.6904872969041409,-0.06048199363503231
DNJA1_HUMAN,0.5015191067913508,,0.827536676795153,0.5774363664862328,0.6827087065208248,-0.10733178639484064,0.4761298740335875,,0.8286310154273463,0.5310353400567522,0.6263811668201854,-0.08299579890379427,0.48495342897602345,,0.5476702641764926,0.5352945472855524,0.49524111350151956,0.02574695303558694
DOCK1_MOUSE,0.4404004000890933,0.46988027850001945,0.44364578235651114,0.5576464937892743,0.4403275579939663,0.05956573110182368,0.423674183233102,0.42193083514831586,0.3765212587364201,0.42669177371427447,0.33166408206832443,0.11840164807538316,0.5078738533393656,0.5774995179703555,0.5384408151298741,0.55461934542652,0.5416097897558195,-0.008764549511403904
DYR_ECOLI,0.5694770157038697,0.5093034788298572,0.577201246825001,0.5320604332011953,0.5799990952477696,-0.03811399938004256,0.5358209149051779,0.4867239327871755,0.5269411771844501,0.48729529889263945,0.5354364949203838,-0.039414161609595384,0.5865237486248597,0.5872062085368154,0.5524474398457323,0.5886291623169599,0.5359329123364491,0.13292914538905742
ENVZ_ECOLI,0.5768066259197611,,1.1436530706851065,0.7369356534330906,0.654378013504173,0.05496695020857256,0.6041194087042074,,0.8460435968075826,0.6420286700339786,0.5330869933732287,0.06522256263892698,0.5673645241293017,,0.7499069314323704,0.5646494367271736,0.6493565916099094,-0.1561651629169056
ENV_HV1B9,0.6119767825627225,0.4065432655687069,0.5628747694279248,0.4905996072576144,0.4091251913756526,-0.01638213772106428,0.5592302305147645,0.3693985717529982,0.4243964382934016,0.40385345996116606,0.35739803331765263,-0.04598640159333668,0.5526282770006294,0.6120296923600218,0.6170858227443694,0.5982528553813966,0.5731577017492514,0.0711613269962737
ENV_HV1BR,0.7602604869238418,0.6033951836434228,0.682242174936299,0.6125702526175983,0.7509550020970914,-0.09116422037098089,0.6665817194866874,0.5610875877435363,0.5764454673182624,0.5683632863004782,0.6106996679117512,-0.0345835869044345,0.6743610995905343,0.646297116212735,0.6664079333782459,0.6666582612207534,0.6601302944327441,0.03541001045218528
EPHB2_HUMAN,0.4470035312246603,,0.5118869294142623,0.42138243634329453,0.49644489278320536,-0.10273421716078505,0.4352004655200086,,0.48940962254385134,0.4017707737897454,0.4405763236969946,-0.04192972315369513,0.5264961206708044,,0.5356243447511213,0.5412111693829063,0.5438074543486602,-0.06961343262282309
ERBB2_HUMAN,0.5556882268773169,,0.7377078142846788,,0.6119346961727523,-0.036728402045675755,0.6171887317146484,,0.5978016789564687,,0.44080896454971985,0.02084584365184683,0.5953830010006992,,0.60396172559663,,0.5277742142330158,0.0477953160576893
ESTA_BACSU,0.4830122995909013,0.41912274169815755,0.5033031000285615,0.5439833826591303,0.4201341187765639,0.1093454233928132,0.4551494903408755,0.39407428812733264,0.5079266306029583,0.4849856728765489,0.42140486587050363,0.10013057264753748,0.6193223116224404,0.5735807022791454,0.5967827653888285,0.6250077040564674,0.5989154390967846,0.10684747736591144
F7YBW8_MESOW,0.5835001059297584,,,0.5517459442029395,0.5943673493273489,-0.030200149335403912,0.5167716208161746,,,0.5167716208161746,0.4137101982949654,-0.06582083829511108,0.5617756248045682,,,0.5617756248045682,0.5599073272874817,-0.05779562378640236
FECA_ECOLI,0.4391185816279516,0.43766423099341667,0.4682389545078242,0.4947136784137467,0.5017074536514519,-0.01595796277040608,0.39544551922206356,0.379277839418939,0.39367953555728424,0.4587572385995567,0.40505750453924966,0.07507991750081551,0.5414217986846003,0.5493079761537303,0.5161490874878325,0.5688430130950044,0.539272550306062,0.0466013205960856
FKBP3_HUMAN,0.5120772574922909,0.7833898712792366,0.46791184115938356,0.5228566302300802,0.4868989890451942,0.053654806531121015,0.5512137966419871,1.6760006485673282,0.5831415000876691,0.5627295780101067,0.5240603705585718,0.041810757745973905,0.6779024925020661,0.980074425703225,0.6773485273817286,0.725851134773951,0.6638384550367713,0.1316364979372787
GAL4_YEAST,0.5458124492500251,,0.41107729367011664,0.419304347082498,0.41431232973988263,0.03023422348115705,0.5456336068235468,,0.4573841883177712,0.5300693699777042,0.42665087645035915,0.06988350914792056,0.5416004581189309,,0.5586346623803464,0.5491899158624848,0.6029266901880912,-0.12044299019223113
GDIA_HUMAN,0.5766246327521499,0.5837546733833312,0.5798572017229704,0.5805513945626823,0.5706761557923511,-0.0018834079705293718,0.5713487841232476,0.5556339875790843,0.5419466614280772,0.5690529111687873,0.5176921317945016,0.02629723725587853,0.5599353278869247,0.5645582041310282,0.568588494465299,0.5734259126387697,0.5510760939732969,0.07776650417455652
GFP_AEQVI,0.5131705155672731,0.46686296780829106,0.38855917738846424,0.4045201454094054,0.44431189723012965,-0.03966542549093232,0.5784430451590761,0.5619330475068205,0.4858361000244875,0.6010265407293679,0.48644266639445216,0.12365446030707276,0.7834321997434132,0.7185418383147085,0.6854583562219363,0.7490266660272366,0.7020413665826425,0.11846063666938786
GLPA_HUMAN,0.6109940420320805,,,0.6109940420320805,,,0.5088979834009743,,,0.5088979834009743,,,0.6257167799989031,,,0.6257167799989031,,
GRB2_HUMAN,0.7180108966732733,0.4373767100053173,0.49096869687431155,0.4730520898955959,0.5262787320503858,-0.05787605868175131,0.5915650596250539,0.44462870785011965,0.4211769190874532,0.4676868548241657,0.4795051368951795,0.012908271175946848,0.5477619298026135,0.5082493826718036,0.47338339767675497,0.5152140261261203,0.47696586948771547,0.0646760166362774
HCP_LAMBD,0.4819046887288206,0.5750202656156165,0.5035294896987703,0.5751866373839805,0.4678837559675756,0.07042559473590741,0.40678339655140894,0.5074459626080933,0.44983385397658615,0.49729401988887173,0.4614010399239998,0.0643007581288475,0.6069760013948533,0.5648185632032701,0.612438870216574,0.6290551320873183,0.599837862327044,-0.009193067539858666
HECD1_HUMAN,0.39540828617883605,0.46660870057050274,0.6314609903438512,0.5762539307727459,0.5370615325091346,-0.02840696077599715,0.37697670071260003,0.42551470210332965,0.6005994796147447,0.5033771117719822,0.5595288436302963,-0.0894368224044858,0.6857015604774457,0.6247804756141946,0.6289617299429069,0.6268830280361853,0.6666312838439254,-0.05699851438022342
HEM3_HUMAN,0.5600164456428193,0.5305800752882857,0.5610869865457703,0.5288654775577621,0.5288281901895568,0.0309698134156877,0.5707224962262066,0.5095709471753913,0.5479083133148146,0.5266330904271825,0.5242184287536127,0.03122619979873811,0.5964904625896366,0.5746927141754207,0.5625244341538627,0.5840241128959794,0.5625098958303325,0.09441237923856853
HIS7_YEAST,0.4121895816864316,0.4910329449963469,0.593473941642972,0.37866311852843937,0.7228645167503913,-0.1942797904122737,0.4313421647377943,0.5582807508931144,0.6523180260160131,0.3753466203455409,0.6372051111693784,-0.13092452878231353,0.657387339072572,0.6303210021311617,0.5744072605015642,0.5923926980261813,0.5864614950277285,-0.04243041281205679
HMDH_HUMAN,0.5407394043673031,0.5813833016292206,0.6290883122743898,0.5587406448028559,0.582533747603025,-0.008777044551769513,0.5095481524042786,0.4756219864075466,0.5117694894175706,0.5071611890326879,0.47257094997300025,0.029740810694768947,0.6178963934496132,0.5958417651292801,0.5952952800940376,0.6314800919047621,0.5749848924396603,0.162032907006558
HSP82_YEAST,0.5814796962423132,0.5470639326794698,0.5582645107698977,0.5781207176771102,0.5288368618133459,0.03820811704743726,0.5759104011981422,0.525916364785423,0.5492241214291989,0.5726350962514417,0.5245545423926876,0.04228618287919892,0.5459608116762482,0.5476100445668455,0.5553097815295464,0.5660494928148182,0.5381603651145347,0.06937419770505833
HXK4_HUMAN,0.48005839331586453,0.5005833245175423,0.4832702850752675,0.5435474875492553,0.42768531225752704,0.11124435438333702,0.46511992026049154,0.5157588257790839,0.49823469774485996,0.5477075178215269,0.4313092179499418,0.10068463715570997,0.5516361225814246,0.5585690444057121,0.5469140164120598,0.5705853831940115,0.5429830076049277,0.0784351630708396
I6TAH8_I68A0,0.6249762161758918,0.5943184300373844,0.6429783251230711,0.6127880913363042,0.643767751647828,-0.010377254260097554,0.5430425451559749,0.5551290666123594,0.6043764738700386,0.6220726483983506,0.5586224808275125,0.022994037314142967,0.7495871845878855,0.7849409014143307,0.7451207016260222,0.7898040627499325,0.7314284514235737,0.09715954353647963
IF1_ECOLI,0.4675904571188331,0.47137576308939266,0.5220400522480799,0.47097290748235776,0.513596778733169,-0.0345059000363818,0.6381989203341782,0.5137763827435481,0.5294397422691255,0.5844027449359002,0.5208291959493072,0.01877500451335971,0.5548354839880477,0.5087197744266856,0.5454435188559112,0.5099839121976293,0.5557940678915895,-0.14117029277008392
ILF3_HUMAN,0.5737830184838169,0.3726622457413483,0.5461976367910598,0.4568299496777807,0.5249487527310297,-0.04041099345236739,0.5805047229998389,0.4137392377025653,0.5744065827386204,0.5187285839214368,0.6164147465605327,-0.05724694139372929,0.6425268135569321,0.5352975150935005,0.6403267020997576,0.5897255992528336,0.6756233353461142,-0.18490477639380126
ISDH_STAAW,0.5379818500490592,,1.1053298468650938,0.6659802024295015,0.6782626858309102,-0.03810916403395797,0.4454580148901801,,0.4084363863519225,0.5063833488093861,0.4589467991528896,0.06796395555281962,0.6068454573236287,,0.9141681258296728,0.6446436033400285,0.6456648689942647,-0.11915897886149014
KCNE1_HUMAN,0.6429045400727982,,0.678924679813804,0.6325493083826254,0.6307148328253074,0.014852903936166444,0.580379314845139,,0.5621807387989828,0.5860702052842508,0.5115623909092575,0.08810387952965157,0.6217454600425181,,0.6459365435151159,0.6336270280795183,0.6324757678693802,0.028855588785926544
KCNH2_HUMAN,0.6053848033011298,,0.34049897311064303,0.682797274155363,,0.07783839960338065,0.6549799148779809,,0.2729201923875193,0.5550371711548475,,0.0003309807573227624,0.6743345660722175,,0.7343765454595589,0.6451906297877278,,-0.03306911491601051
KCNJ2_MOUSE,0.5960251818994644,0.5210049653925626,0.5519439792110163,0.5383390290302466,0.5268812254672823,0.006584832386690852,0.5722972088886109,0.5137873544198909,0.5234209271993374,0.5510582737262264,0.463722730302161,0.07269744127086952,0.5671382836272449,0.5519328978816436,0.5726079587510342,0.5725532911390461,0.5616333241095709,0.023706408718612872
KKA2_KLEPN,0.4272012413438555,0.457014641769481,0.5167881979965763,0.5021692361348198,0.421826681450238,0.06452642351397699,0.3904004977042237,0.4103381780307299,0.4831605126613137,0.4659143501106049,0.38982077013843275,0.06267987885874006,0.5281044823843787,0.5237828865110139,0.5300858952769008,0.5437399755674696,0.5172532464963447,0.012370610469601518
LGK_LIPST,0.48859784074915946,0.602863806598038,0.5136620902960406,0.5718752190495296,0.44804244619545763,0.08361986323351267,0.4322037830022573,0.5633659086329139,0.49463821155077814,0.5319885444187851,0.39977338708804017,0.09853176067129057,0.535644918124196,0.6121468430702431,0.5649082342713375,0.5870766203254276,0.535644918124196,0.11031068447927425
LYAM1_HUMAN,0.5055187616211654,,0.9137887851531703,,0.6427442727127651,-0.05595710313802387,0.49380268527112214,,1.5910956760867836,,0.8485508799296578,-0.13650377882370404,0.5889013825559123,,0.7065157054770478,,0.6005900921455563,0.0064404348212459194
MAFG_MOUSE,0.49614661780684044,,0.8265344186560681,0.6497589666910023,0.7194221583918734,-0.1443767975723471,0.45662379735980685,,0.48773454056916904,0.6098873932721153,0.4805041142101647,0.014180775680340834,0.6243361448684823,,0.7030070940404116,0.6908566723446481,0.662360677990212,-0.03374994969143015
MBD11_ARATH,0.46508906114297494,0.588523038672963,0.4693131696353554,0.5832331103132298,0.42087033307980093,0.10689717034763972,0.5731359588416663,0.4627762194119125,0.43981890014026237,0.5520807226464883,0.3794820636266788,0.14152674432227974,0.5765986019479246,0.6095269983121119,0.6375495733803181,0.6357874060864274,0.6233419219222729,-0.049456610518879056
MET_HUMAN,0.4182266288158625,0.5075794441127889,0.4695324971993118,0.4302698472751363,0.432822181039901,0.012247027473556667,0.41891666228899194,0.510467816681496,0.47627756769838403,0.43298715377935365,0.46549984788142673,-0.02251577712384669,0.49596682202939046,0.505231858565137,0.4836453972417833,0.49849433901728013,0.500660979394469,-0.003883522706419004
MK01_HUMAN,0.48495198847757165,0.4803803914433324,0.5024026901651586,0.4901882831011245,0.47228699462333934,0.006342685735839394,0.48502536629457305,0.45134676776661736,0.5376424993555882,0.46530579602048694,0.5301615922199807,-0.0735932772107388,0.524506889359832,0.5343282437760479,0.5370278632638443,0.5385567104766322,0.5347146481423626,-0.03012916305031974
MLAC_ECOLI,0.555025546313529,0.4965472948393662,0.6054558620423053,0.5337528704842529,0.6041070185130377,-0.01699322754258063,0.4879100720044607,0.4871118310372783,0.5793319228217044,0.5271983544651043,0.5586180942565788,-0.001984965531222464,0.5783388760217585,0.5954490114273476,0.5896417794562347,0.5948944678142122,0.5786577210883593,0.029102158929742394
